6244	31	Burst of Tenacity III	423	3175
6245	41	Burst of Tenacity IV	782	6838
6246	51	Burst of Tenacity V	1785	17850
6247	1	Caduceus Burst I	110	550
6248	21	Caduceus Burst II	239	1488
6249	31	Caduceus Burst III	423	3175
6250	41	Caduceus Burst IV	782	6838
6251	51	Caduceus Burst V	1785	17850
6252	1	Scroll of Dash I	1160	3600
6253	31	Scroll of Dash II	1740	8500
6254	51	Scroll of Dash III	2320	11000
6255	1	Heart Potion I	147	16000
6256	31	Heart Potion II	478	41000
6257	51	Heart Potion III	1423	79000
6260	1	Panaceaic Bolster I	1080	101000
6261	31	Panaceaic Bolster II	3510	202000
6262	51	Panaceaic Bolster III	6960	338000
6263	1	Eclipse Potion I	122	6000
6264	21	Eclipse Potion II	265	8000
6265	31	Eclipse Potion III	470	18000
6266	41	Eclipse Potion IV	869	41000
6267	51	Eclipse Potion V	1984	79000
6293	1	Valsekyr Crafter's Scroll	619	6190
6295	1	Valsekyr Gatherer's Scroll	619	6190
6296	60	Dedicated Crafter's Scroll	619	6190
6297	60	Gatherfaster Scroll	619	6190
6298	60	Mana Potion IX	765	55000
6299	60	Healing Potion IX	1275	15000
6300	60	Healing Elixir IX	816	15000
6301	60	Mana Elixir IX	489	55000
6302	60	Healing Draught IX	2975	305000
6303	60	Mana Draught IX	2975	105000
6304	60	Health Restorative IX	2210	305000
6305	60	Mana Restorative IX	2210	105000
6306	60	Onslaught Scroll: Crit Factor VI	15000	33000
6307	60	Onslaught Scroll: Crit Power VI	15000	33000
6308	60	Onslaught Scroll: Attack Speed VI	15000	33000
6309	60	Warding Scroll VI	2135	33000
6310	60	Ranger's Nostrum VI	4234	42340
6311	60	Nostrum of Energy VI	4234	42340
6312	60	Heaven's Elixir	100000	10000000
6478	65	Mana Potion X	918	85000
6479	65	Healing Potion X	1530	25000
6480	65	Healing Elixir X	979.2	25000
6481	65	Mana Elixir X	587.52	85000
6482	65	Healing Draught X	3570	555000
6483	65	Mana Draught X	3570	215000
6484	65	Health Restorative X	2652	555000
6485	65	Mana Restorative X	2652	215000
6486	65	Onslaught Scroll: Crit Factor VII	30000	101000
6487	65	Onslaught Scroll: Crit Power VII	30000	101000
6489	65	Warding Scroll VII	2562.48	101000
6534	1	Battle Nostrum I	245	2454
6535	23	Battle Nostrum II	531	5318
6536	35	Battle Nostrum III	940	9408
6537	47	Battle Nostrum IV	1820	18204
6538	59	Battle Nostrum V	4234	42340
6539	60	Extensive Battle Nostrum V	4234	42340
6540	60	Design: Extensive Battle Nostrum V	2000	20000
7154	48	Toira Bandage	175	1750
7155	58	Luria Bandage	225	2250
26899	1	Recipe: Curative Burst I	78	773
26900	21	Recipe: Curative Burst II	188	1892
26901	31	Recipe: Curative Burst III	314	3150
26902	41	Recipe: Curative Burst IV	933	9337
26903	51	Recipe: Curative Burst V	1400	14016
26904	1	Recipe: Burst of Tenacity I	78	773
26905	21	Recipe: Burst of Tenacity II	188	1892
26906	31	Recipe: Burst of Tenacity III	314	3150
26907	41	Recipe: Burst of Tenacity IV	933	9337
26908	51	Recipe: Burst of Tenacity V	1400	14016
26909	1	Recipe: Caduceus Burst I	78	773
26910	21	Recipe: Caduceus Burst II	188	1892
26911	31	Recipe: Caduceus Burst III	314	3150
26912	41	Recipe: Caduceus Burst IV	933	9337
26913	51	Recipe: Caduceus Burst V	1400	14016
28065	60	Design: Heaven's Elixir	30000	300000
28163	55	Recipe: Dedicated Crafter's Scroll	26250	262500
28164	55	Recipe: Gatherfaster Scroll	8750	87500
28176	60	Recipe: Mana Potion IX	5000	50000
28177	60	Recipe: Healing Potion IX	5000	50000
28178	60	Recipe: Healing Elixir IX	5000	50000
28179	60	Recipe: Mana Elixir IX	5000	50000
28180	60	Recipe: Healing Draught IX	20000	200000
28181	60	Recipe: Mana Draught IX	20000	200000
28182	60	Recipe: Health Restorative IX	20000	200000
28183	60	Recipe: Mana Restorative IX	20000	200000
28184	60	Recipe: Onslaught Scroll: Crit Factor VI	20000	200000
28185	60	Recipe: Onslaught Scroll: Crit Power VI	20000	200000
28186	60	Recipe: Onslaught Scroll: Attack Speed VI	20000	200000
28187	60	Recipe: Warding Scroll VI	10000	100000
28188	65	Recipe: Mana Potion X	10000	100000
28189	65	Recipe: Healing Potion X	10000	100000
28190	65	Recipe: Healing Elixir X	10000	100000
28191	65	Recipe: Mana Elixir X	10000	100000
28192	65	Recipe: Healing Draught X	40000	400000
28193	65	Recipe: Mana Draught X	40000	400000
28194	65	Recipe: Health Restorative X	40000	400000
28195	65	Recipe: Mana Restorative X	40000	400000
28196	65	Recipe: Onslaught Scroll: Crit Factor VII	40000	400000
28197	65	Recipe: Onslaught Scroll: Crit Power VII	40000	400000
28199	65	Recipe: Warding Scroll VII	20000	200000
70019	1	Greater Power Charm	8000	80000
70020	1	Greater Keen Charm	8000	80000
70021	1	Greater Speed Charm	8000	80000
70022	1	Greater Strength Charm	8000	80000
70023	1	Greater Enduring Charm	8000	80000
70024	1	Greater Unyielding Charm	8000	80000
70025	1	Greater Rigid Charm	8000	80000
70026	1	Greater Robust Charm	8000	80000
70027	1	Greater Caduceus Charm	8000	80000
70028	1	Greater Tenacity Charm	8000	80000
70029	1	Greater Mirror Charm	8000	80000
70030	1	Greater Relentless Charm	8000	80000
70031	1	Greater Cunning Charm	8000	80000
70032	1	Greater Vigorous Charm	8000	80000
70033	1	Greater Infused Charm	8000	80000
70034	1	Greater Swift Charm	8000	80000
70053	1	Balder's Triple Charm	0	1000
71659	1	Efflorescing Agent	0	1000
71660	1	Argon Essence	0	1000
71661	1	Cyasma Token	0	1000
81210	1	Friendly Triple Charm	0	1000
81211	1	Friendly Candle	0	100000
81213	1	Battle Panacea	0	10000
91213	1	Recipe: Healing Potion I	42	424
91214	9	Recipe: Healing Potion II	77	773
91215	17	Recipe: Healing Potion III	162	1627
91216	25	Recipe: Healing Potion IV	189	1892
91217	33	Recipe: Healing Potion V	315	3150
91218	41	Recipe: Healing Potion VI	934	9337
91219	51	Recipe: Healing Potion VII	883	8825
91220	57	Recipe: Healing Potion VIII	1402	14016
91221	1	Recipe: Mana Potion I	42	424
91222	9	Recipe: Mana Potion II	77	773
91223	17	Recipe: Mana Potion III	162	1627
91224	25	Recipe: Mana Potion IV	189	1892
91225	33	Recipe: Mana Potion V	315	3150
91226	41	Recipe: Mana Potion VI	934	9337
91227	51	Recipe: Mana Potion VII	883	8825
91228	57	Recipe: Mana Potion VIII	1402	14016
91229	1	Recipe: Healing Elixir I	42	424
91230	9	Recipe: Healing Elixir II	77	773
91231	17	Recipe: Healing Elixir III	162	1627
91232	25	Recipe: Healing Elixir IV	189	1892
91233	33	Recipe: Healing Elixir V	315	3150
91234	41	Recipe: Healing Elixir VI	934	9337
91235	51	Recipe: Healing Elixir VII	883	8825
91236	57	Recipe: Healing Elixir VIII	1402	14016
91237	1	Recipe: Mana Elixir I	42	424
91238	9	Recipe: Mana Elixir II	77	773
91239	17	Recipe: Mana Elixir III	162	1627
91240	25	Recipe: Mana Elixir IV	189	1892
91241	33	Recipe: Mana Elixir V	315	3150
91242	41	Recipe: Mana Elixir VI	934	9337
91243	51	Recipe: Mana Elixir VII	883	8825
91244	57	Recipe: Mana Elixir VIII	1402	14016
91245	1	Recipe: Health Restorative I	124	1240
91246	1	Recipe: Healing Draught I	124	1240
91247	9	Recipe: Health Restorative II	233	2325
91248	9	Recipe: Healing Draught II	233	2325
91249	17	Recipe: Health Restorative III	465	4650
91250	17	Recipe: Healing Draught III	465	4650
91251	25	Recipe: Health Restorative IV	625	6250
91252	25	Recipe: Healing Draught IV	625	6250
91253	33	Recipe: Health Restorative V	950	9500
91254	33	Recipe: Healing Draught V	950	9500
91255	41	Recipe: Health Restorative VI	2925	29250
91256	41	Recipe: Healing Draught VI	2925	29250
91257	51	Recipe: Health Restorative VII	3500	35000
91258	51	Recipe: Healing Draught VII	3500	35000
91259	57	Recipe: Health Restorative VIII	7000	70000
91260	57	Recipe: Healing Draught VIII	7000	70000
91261	1	Recipe: Mana Restorative I	124	1240
91262	1	Recipe: Mana Draught I	124	1240
91263	9	Recipe: Mana Restorative II	233	2325
91264	9	Recipe: Mana Draught II	233	2325
91265	17	Recipe: Mana Restorative III	465	4650
91266	17	Recipe: Mana Draught III	465	4650
91267	25	Recipe: Mana Restorative IV	625	6250
91268	25	Recipe: Mana Draught IV	625	6250
91269	33	Recipe: Mana Restorative V	950	9500
91270	33	Recipe: Mana Draught V	950	9500
91271	41	Recipe: Mana Restorative VI	2925	29250
91272	41	Recipe: Mana Draught VI	2925	29250
91273	51	Recipe: Mana Restorative VII	3500	35000
91274	51	Recipe: Mana Draught VII	3500	35000
91275	57	Recipe: Mana Restorative VIII	7000	70000
91276	57	Recipe: Mana Draught VIII	7000	70000
91277	1	Recipe: Onslaught Scroll: Crit Factor I	77	773
91278	21	Recipe: Onslaught Scroll: Crit Factor II	189	1892
91279	31	Recipe: Onslaught Scroll: Crit Factor III	315	3150
91280	41	Recipe: Onslaught Scroll: Crit Factor IV	934	9337
91281	51	Recipe: Onslaught Scroll: Crit Factor V	1402	14016
91282	1	Recipe: Onslaught Scroll: Crit Power I	77	773
91283	21	Recipe: Onslaught Scroll: Crit Power II	189	1892
91284	31	Recipe: Onslaught Scroll: Crit Power III	315	3150
91285	41	Recipe: Onslaught Scroll: Crit Power IV	934	9337
91286	51	Recipe: Onslaught Scroll: Crit Power V	1402	14016
91287	1	Recipe: Onslaught Scroll: Impact Factor I	77	773
91288	21	Recipe: Onslaught Scroll: Impact Factor II	189	1892
91289	31	Recipe: Onslaught Scroll: Impact Factor III	315	3150
91290	41	Recipe: Onslaught Scroll: Impact Factor IV	934	9337
91291	51	Recipe: Onslaught Scroll: Impact Factor V	1402	14016
91292	1	Recipe: Onslaught Scroll: Attack Speed I	77	773
91293	21	Recipe: Onslaught Scroll: Attack Speed II	189	1892
91294	31	Recipe: Onslaught Scroll: Attack Speed III	315	3150
91295	41	Recipe: Onslaught Scroll: Attack Speed IV	934	9337
91296	51	Recipe: Onslaught Scroll: Attack Speed V	1402	14016
91297	1	Recipe: Warding Scroll I	77	773
91298	21	Recipe: Warding Scroll II	189	1892
91299	31	Recipe: Warding Scroll III	315	3150
91300	41	Recipe: Warding Scroll IV	934	9337
91301	51	Recipe: Warding Scroll V	1402	14016
91302	1	Recipe: Curative Scroll I	77	773
91303	21	Recipe: Curative Scroll II	189	1892
91304	31	Recipe: Curative Scroll III	315	3150
91305	41	Recipe: Curative Scroll IV	934	9337
91306	51	Recipe: Curative Scroll V	1402	14016
91307	1	Recipe: Scroll of Tenacity I	77	773
91308	21	Recipe: Scroll of Tenacity II	189	1892
91309	31	Recipe: Scroll of Tenacity III	315	3150
91310	41	Recipe: Scroll of Tenacity IV	934	9337
91311	51	Recipe: Scroll of Tenacity V	1402	14016
91312	1	Recipe: Caduceus Scroll I	77	773
91313	21	Recipe: Caduceus Scroll II	189	1892
91314	31	Recipe: Caduceus Scroll III	315	3150
91315	41	Recipe: Caduceus Scroll IV	934	9337
91316	51	Recipe: Caduceus Scroll V	1402	14016
91317	1	Recipe: Scroll of Dash I	77	773
91318	31	Recipe: Scroll of Dash II	315	3150
91319	51	Recipe: Scroll of Dash III	1402	14016
91320	1	Recipe: Heart Potion I	77	773
91321	31	Recipe: Heart Potion II	315	3150
91322	51	Recipe: Heart Potion III	1402	14016
91323	1	Recipe: Panaceaic Bolster I	77	773
91324	31	Recipe: Panaceaic Bolster II	315	3150
91325	51	Recipe: Panaceaic Bolster III	1402	14016
91326	1	Recipe: Eclipse Potion I	77	773
91327	21	Recipe: Eclipse Potion II	189	1892
91328	31	Recipe: Eclipse Potion III	315	3150
91329	41	Recipe: Eclipse Potion IV	934	9337
91330	51	Recipe: Eclipse Potion V	1402	14016
91341	1	Luxurious Fashion Coupon	10	10
91342	1	Elegant Fashion Coupon	10	10
91343	1	Stylish Fashion Coupon	10	10
91344	1	Fashion Coupon	10	10
94110	1	Tier 10 Feedstock	0	18
97394	65	Underdawn Token	0	1000
97395	65	Dawnfall Token	0	1000
97396	65	Dawnstorm Token	0	1000
97810	65	Design: Crick & Stick	210432.5	140288.25
97811	65	Design: Carnarack	210432.5	140288.25
97812	65	Design: Evisciblade	210432.5	140288.25
97813	65	Design: Slaughtaxe	210432.5	140288.25
97814	65	Design: Cirsickle	210432.5	140288.25
97815	65	Design: Scapularch	210432.5	140288.25
97816	65	Design: Vinneck	210432.5	140288.25
97817	65	Design: Screwage	210432.5	140288.25
97818	65	Design: Meathooks	210432.5	140288.25
97819	65	Design: Draccoil	210432.5	140288.25
97820	65	Design: Pummlage	210432.5	140288.25
97821	65	Design: Serrarazor	210432.5	140288.25
97822	65	Design: Steadgore Mail	84173	56115.5
97823	65	Design: Rendgore Mail	84173	56115.5
97824	65	Design: Pumagore Mail	84173	56115.5
97825	65	Design: Clavigore Mail	84173	56115.5
97826	65	Design: Duacarve Jerkin	84173	56115.5
97827	65	Design: Fluicarve Jerkin	84173	56115.5
97828	65	Design: Stemcarve Jerkin	84173	56115.5
97829	65	Design: Clewcarve Jerkin	84173	56115.5
97830	65	Design: Sizzimew Robe	84173	56115.5
97831	65	Design: Hixelmew Robe	84173	56115.5
97832	65	Design: Kaiamew Robe	84173	56115.5
97833	65	Design: Bloomdew Robe	84173	56115.5
97834	65	Design: Temxtips	63129.75	42086.75
97835	65	Design: Dalvigloves	63129.75	42086.75
97836	65	Design: Suavesleeves	63129.75	42086.75
97837	65	Design: Glutstompers	63129.75	42086.75
97838	65	Design: Testine Trippers	63129.75	42086.75
97839	65	Design: Shuffle Shoes	63129.75	42086.75
201000	1	Talisman Trio	0	10000
201001	1	30-Day Talisman Trio	0	10000
201002	1	7-Day Talisman Trio	0	10000
201003	1	1-Day Talisman Trio	0	10000
201021	1	Elite Talisman Trio	0	10000
70116	1	Charming Campfire	1000	100000
70117	1	Hasty Campfire	1000	10000
139303	1	Rainbow Rice Cake	0	1000
149294	1	Tri-Color Talisman	0	10000
149350	1	[Event] Comfort Food	0	1000
152896	1	Talisman Trio	0	10000
152897	1	Talisman Trio	0	10000
153100	1	Talisman Trio	0	10000
153101	1	Talisman Trio	0	10000
153102	1	Talisman Trio	0	10000
184657	1	Talisman Trio	0	10000
184658	1	30-Day Talisman Trio	0	10000
