144	144001	Chaud devant !
145	145001	Bon point
146	146001	Un aller et retour
147	147001	{@g:Conscrit/Conscrite}
148	148001	Dakanius éliminé
149	149001	Cris perçants
150	150001	Que de crocs
151	151001	Aspirant officier
152	152001	Ca empire pour les vampires
153	153001	{@g:Ami/Amie} d'Elion
154	154001	Tomber le masque
155	155001	L'amour d'une sœur
156	156001	Retour à Velika
157	157001	Les allégeances d'Allemantheia
158	158001	Compétence de base
159	159001	Anachronisme
160	160001	Croyance ancrée
161	161001	Où peut-il bien être ?
162	162001	Combat pour la liberté
163	163001	La peste sortie des pierres
164	164001	Mascarade
165	165001	Danse avec les orkans
166	166001	Trouver le Noyau
167	167001	Sauver le noyau
168	168001	La naissance d'un nouveau noyau
169	169001	Ouvrir les portes
170	170001	Destin scellé
171	171001	Soif de bataille
172	172001	La promesse de l'épée
173	173001	Canaux de distribution
174	174001	Le cœur du problème
175	175001	Boum !
176	176001	{@g:Tueur/Tueuse} de kulkaris
177	177001	{@g:Voisin modèle/Voisine modèle}
178	178001	La grande évasion
179	179001	Trop de tuwangis
180	180001	Bork bork bork !
181	181001	C'est une manière de voir les choses
182	182001	Argon acquis
183	183001	Guerre du désert
184	184001	L'avantage du terrain
185	185001	Une insatiable soif de sang
186	186001	Bobo
187	187001	Le blues du contrebandier
188	188001	Porteur de l'anneau
189	189001	Meilleur servi froid
190	190001	Je vous l'avais bien dit
191	191001	Cochon pendu
192	192001	Un étudiant doit étudier !
193	193001	Excursion
194	194001	C'est le dîner
195	195001	Un coup de pied bien placé
196	196001	Éclairer le chemin
197	197001	Un coup de main
198	198001	Ne venez pas les mains vides
199	199001	La curiosité est un vilain défaut
200	200001	Brouillage du Nexus
201	201001	Fidélité
202	202001	Opérations secrètes
203	203001	Échec du pivot
204	204001	Moi, moi !
205	205001	{@g:Joueur passionné/Joueuse passionnée} de TERA !
206	206001	100 boss
207	207001	1 000 boss
208	208001	5 000 boss
209	209001	Quelque chose qui me dépasse
210	210001	Coupez-les en deux
211	211001	Délinquant de la route
212	212001	{@g:Tueur/Tueuse} d'ovolithes
213	213001	La lubie du labyrinthe
214	214001	Se débarrasser d'un poids
215	215001	Sauce au crabe
216	216001	Sous mon parapluie
217	217001	Regard assassin
218	218001	Arrrr !
219	219001	Pirate de glace
220	220001	Guerre froide
221	221001	Drainage venimeux
222	222001	Abattre Kel
223	223001	Calmer la tempête
224	224001	Régner sur Arun
225	225001	Nettoyage rituel
226	226001	Tiercé gagnant
227	227001	Liens familiaux
228	228001	Prise du refuge
229	229001	Hors des sentiers battus
230	230001	{@g:Mort/Morte} au travail
231	231001	Ouverture des portes
232	232001	Affreuse migraine
233	233001	Baracos le belliqueux
234	234001	Comme une porte de prison
235	235001	Déclin royal
236	236001	Des dracoloths !
237	237001	Quoth le corbeau
238	238001	Découvrir un lézard de la tempête
239	239001	Pour les enfants
240	240001	Sauver les vallées
241	241001	Certains l'aiment froid
242	242001	Aller jusqu'au bout
243	243001	Certains l'aiment chaud
244	244001	La taille, ça compte
245	245001	En cachette
246	246001	Un léger mal de tête
247	247001	Cherchez dans votre cœur
248	248001	L'épreuve du sang
249	249001	Éclaircir la gorge
250	250001	Tor en flammes
251	251001	Dans la gorge
252	252001	La libération d'Isrenia
253	253001	Ça va faire tache
254	254001	Mise à l'épreuve
255	255001	Collecteur de fragments
256	256001	Sauvetage
257	257001	Clown noyé
258	258001	Porte-flambeau
259	259001	L'œuvre de Thulsa
260	260001	Ténèbres, mes amies
261	261001	Improvisation
262	262001	Ca, c'est pas une fleur
263	263001	Pour les oiseaux
264	264001	Sans sourciller
265	265001	Nettoyer la coulée
266	266001	Annihiler Nyx
267	267001	Exploit test
268	268001	C'est toujours ainsi que la mort vient aux tyrans
269	269001	Désarmer l'armée de Killian
270	270001	Comme un roc
271	271001	{@g:Arracheur/Arracheuse} de dents
272	272001	La vengeance est un plat qui se mange froid
273	273001	La chasseresse est la proie
274	274001	Un gros problème de succession
275	275001	Quand un gardien devient vaurien
276	276001	Ne ressassez pas
277	277001	Laisser couler
278	278001	À l'aveuglette
279	279001	Utiliser un bouffon obscène
280	280001	Les meilleurs démons
281	281001	Thulsa, d'accord
282	282001	Délit de feu et de glace
283	283001	Elaguer le jardin céleste
284	284001	Jardin secret
285	285001	Régner sur le sud de Shara
286	286001	Marathon d'Arcadia
287	287001	Marathon d'Ostgarath
288	288001	Marathon de Poporia
289	289001	Marathon de Val Aureum
290	290001	Marathon d'Essenia
291	291001	Marathon de Westonia
292	292001	Marathon de Val Elenium
293	293001	Marathon de Val Palrada
294	294001	Marathon de Lorcada
295	295001	Marathon de Sylvanoth
296	296001	{@g:Guerrier habile/Guerrière habile}
297	297001	{@g:Lancier habile/Lancière habile}
298	298001	{@g:Pourfendeur habile/Pourfendeuse habile}
299	299001	Berserker habile
300	300001	{@g:Sorcier habile/Sorcière habile}
301	301001	{@g:Archer/Archère} habile
302	302001	{@g:Prêtre habile/Prêtresse habile}
303	303001	Mystique habile
304	304001	Cette petite chose qu'on appelle tradition
305	305001	Laissez parler la tradition
306	306001	Une légende millénaire
307	307001	Le pouvoir de la tradition
308	308001	Maître de collecte
309	309001	Marathon de Lorcada
310	310001	La fabrication
311	311001	Ça va faire tache
312	312001	Ne baissez jamais les bras !
313	313001	Pas de capitulation !
314	314001	Réessayer, encore et encore
315	315001	Taux de participation record
316	316001	Tendances violentes
317	317001	Tendances violentes
318	318001	Tendances violentes
319	319001	Tendances violentes
320	320001	Tendances violentes
321	321001	Tendances violentes
322	322001	Tendances violentes
323	323001	Tendances violentes
324	324001	Dévorer le paysage
325	325001	Cent mille flèches
326	326001	Objet fixe
327	327001	Au pied !
328	328001	Dans leur dos
329	329001	Nuage de fumée
330	330001	Les PV, c'est pour les ploucs
331	331001	{@g:Surexcité/Surexcitée}
332	332001	Un feu brûlant
333	333001	Liquide vital
334	334001	Plus vite ! Plus vite !
335	335001	L'enfer sur terre
336	336001	Moi d'abord
337	337001	Mort, et puis quoi encore ?
338	338001	Paralysie fulgurante
339	339001	Doux rêves
340	340001	{@g:Ami/Amie} des basilics
341	341001	{@g:Ami/Amie} des ovolithes
342	342001	{@g:Ami/Amie} des kumas
343	343001	{@g:Ami/Amie} des chevauche-griffus
344	344001	{@g:Ami/Amie} des nagas
345	345001	{@g:Ami/Amie} des dracoloths
346	346001	{@g:Ami/Amie} des ravage-glace
347	347001	{@g:Ami/Amie} des lithikumas
348	348001	{@g:Ami/Amie} des maîtres de guerre
349	349001	{@g:Ami/Amie} des seigneurs de guerre
350	350001	{@g:Ami/Amie} des géants
351	351001	De mon propre chef
353	353001	Cristaux parfaits
354	354001	Prendre son envol
355	355001	Pas la peine d'insister
356	356001	Icône de la mode
357	357001	Vanarch de Val Aureum
358	358001	Vanarch de Westonia
359	359001	Vanarch de Sylvanoth
360	360001	Vanarch de l'Île de l'Aube
361	361001	Vanarch d'Arcadia
362	362001	Vanarch de Poporia
363	363001	Vanarch d'Ostgarath
364	364001	Vanarch de Val Elenium
365	365001	Vanarch d'Essenia
366	366001	Vanarch de Val Palrada
367	367001	Vanarch de Lorcada
368	368001	Poigne de fer
369	369001	Gant de velours
370	370001	Maître du monde
371	371001	Temps complet
372	372001	Mort noire
373	373001	Les secrets de la légende
374	374001	5 000 boss
375	375001	BAM BAM !
376	376001	Des dracoloths !
377	377001	J'adore TERA
378	378001	{@g:Bien-aimé/Bien-aimée}
379	379001	{@g:Timbré/Timbrée} d'amour
380	380001	Propagation de la propagande
381	381001	Il n'y a pas de MAUVAIS chocolat
382	382001	Agnitor
383	383001	Agnitor {@gender:adoré/adorée}
384	384001	Merveille de crédit
385	385001	Monter sur ses grands chevaux
386	386001	Attraper la vague du Nexus
387	387001	Plan de l'Agnitor
388	388001	Nexus nié !
389	389001	A pilleur, pilleur et demi
390	390001	Vous n'êtes pas prêt !
391	391001	Élimination au bout de cinq lancers
392	392001	{@g:Petit joueur/Petite joueuse}
393	393001	Heure du nexus
394	394001	Accomplisseur
395	395001	Seigneur du temps
396	396001	Raté d'un cheveu
397	397001	Je l'ai vu de mes propres yeux
398	398001	Triomphe de Granarkus
399	399001	Triomphe d'Argonea
400	400001	Triomphe du Front de Khanovar
401	401001	Faire feu de tout bois
402	402001	Nettoyage par le vide
403	403001	Agnitor {@gender:absolu/absolue}
404	404001	Nihilisme du nexus
405	405001	Fin de la chevauchée
406	406001	C'est l'histoire d'un porcidé qui...
407	407001	Sang, rouge, mort
408	408001	Le lien vers Linkia
409	409001	Des boîtes et de la botanique
410	410001	Mettre le grappin sur la Forteresse de la Servitude
411	411001	Tour des décombres
412	412001	Dur à cuire de Tirkai
413	413001	{@g:Apprenti ou aliéné ?/Apprentie ou aliénée ?}
414	414001	L'écritoire
415	415001	Jour et luit
416	416001	Pesticide
417	417001	Instance réussie
418	418001	Récompenses d'instance
419	419001	J'ai appris une chose ou deux
420	420001	A fond !
421	421001	{@g:Guerrier fondateur/Guerrière fondatrice}
422	422001	{@g:Lancier fondateur/Lancière fondatrice}
423	423001	{@g:Pourfendeur fondateur/Pourfendeuse fondatrice}
424	424001	{@g:Berserker fondateur/Berserker fondatrice}
425	425001	{@g:Sorcier fondateur/Sorcière fondatrice}
426	426001	{@g:Archer fondateur/Archère fondatrice}
427	427001	{@g:Prêtre fondateur/Prêtresse fondatrice}
428	428001	{@g:Mystique fondateur/Mystique fondatrice}
429	429001	Tour infernale
430	430001	Rata-tat-tat-tat !
431	431001	Échec et mat !
432	432001	Kumassacre
433	433001	L'appel de l'ange
434	434001	Bénédiction des Fées
435	435001	{@g:Ami/Amie} des plantes
436	436001	Vanarch de Val Tirkai
437	437001	Vanarch du District d'Helkan
438	438001	Vanarch de Val Kaeli
439	439001	Vanarch du District de Veritas
440	440001	La fin d'un règne
441	441001	Tourner la page
442	442001	Vous avez quelque chose dans l'œil
443	443001	Bellicarium !
444	444001	Venteguerre x 1
445	445001	Venteguerre x 3
446	446001	Venteguerre x 5
447	447001	Venteguerre x 10
448	448001	Venteguerre x 100
449	449001	Roi de Venteguerre
450	450001	Gorge de Venteguerre : bronze
451	451001	Gorge de Venteguerre : argent
452	452001	Gorge de Venteguerre : or
453	453001	{@g:Pourri/Pourrie} jusqu'au noyau
454	454001	{@g:Premier/Première} régicide du serveur
455	455001	Gladiateur inégalable
456	456001	Bientôt au sommet
457	457001	L'attrait du combat
458	458001	Un exploit imbattable
459	459001	Prélude au massacre
460	460001	Mare de sang
461	461001	Tas de cadavres
462	462001	Carnage
463	463001	A genoux, pitoyables créatures !
464	464001	Haut du classement
465	465001	{@g:Meurtrier légendaire/Meurtrière légendaire}
466	466001	Enfin à moi…
467	467001	Enfin à moi…
468	468001	Enfin à moi…
469	469001	Enfin à moi…
470	470001	Enfin à moi…
471	471001	Enfin à moi…
472	472001	Enfin à moi…
473	473001	Enfin à moi…
474	474001	Puissance incontrôlable
475	475001	Bonbons ? Quels bonbons ?
476	476001	C'est du gâteau
477	477001	Sauveur de l'hiver
478	478001	Flocon de neige unique
479	479001	Neige accumulée
480	480001	Avertissement de tempête de neige
481	481001	Nouvelle ère glaciaire
482	482001	Plus rapide que l'éclair
483	483001	Sur des chemins inconnus
484	484100	Dirigeant d'Arun
485	484200	Dirigeant du sud de Shara
486	484300	Dirigeant du nord de Shara
487	484110	Groupe de leaders 1 du Collectif de libre Échange
488	484210	Groupe de leaders 1 de l'Union des Éclairés
489	484310	Groupe de leaders 1 de l'Ordre de Fer
490	484111	Groupe de leaders 2 du Collectif de libre Échange
491	484211	Groupe de leaders 2 de l'Union des Éclairés
492	484311	Groupe de leaders 2 de l'Ordre de Fer
493	484112	Groupe de leaders 3 du Collectif de libre Échange
494	484212	Groupe de leaders 3 de l'Union des Éclairés
495	484312	Groupe de leaders 3 de l'Ordre de Fer
496	484113	Groupe de leaders 4 du Collectif de libre Échange
497	484213	Groupe de leaders 4 de l'Union des Éclairés
498	484313	Groupe de leaders 4 de l'Ordre de Fer
499	499001	Duo dynamique
500	500001	Combattant du dieu perdu
501	501001	Très compétent !
502	502001	Penser comme un pirate
503	503001	Parler comme un pirate
504	504001	Puer comme un pirate
505	505001	Marcher comme un pirate
506	506001	C'est un festival, non ? Ca ne devrait pas être un peu plus... festif ?
507	507001	Brûlure de froid
508	508001	Aux yeux de serpent
509	509001	Triple couronne
510	510001	Tank à votre service
511	511001	Une rivière de larmes
512	512001	Marathon dansant
513	513001	Arrêtez de donner tous les coups de grâce
514	514001	Œil de l'esprit
515	515001	Bébé château de sable
516	516001	Sculpteur de châteaux de sable
517	517001	Roi des châteaux de sable
518	518001	Appelez-moi Sandy
519	519001	Mangez ! Buvez ! Profitez du festival des Campagnes en fête !
520	520001	Tous les prix sont à moi !
521	521001	Pourvu qu'on ait l'ivresse
522	522001	Le ventre plein
523	523001	Les marches du paradis
524	524001	Le gang des coasseurs
525	525001	Où est le cerveau ?
526	526001	Pluie battante
527	527001	Je hais les lundis
528	528001	Mon royaume pour une lampe !
529	529001	Bienvenue au Refuge de Kumas !
530	530001	A perdu la raison dans le Refuge de Kumas !
531	531001	{@gender:Sorti/Sortie} de ses gonds dans le Refuge de Kumas
533	533001	Bienvenue dans la Vallée du tonnerre&nbsp;!
534	534001	La grosse artillerie
535	535001	Division blindée
536	536001	Artillerie d'élite
537	537001	L'attaque est la meilleure défense
540	540001	Premier du Fort
541	541001	Crac du Fort
542	542001	As du Fort
543	543001	Fortiche du Fort
544	544001	Légende du Fort
550	550001	Bombastique
551	551001	Explosion de bombe
552	552001	Brigade des bombes
553	553001	Bombardement
554	554001	Usine à bombes
555	555001	Hein ? J'ai gagné ?
556	556001	Début de série
557	557001	J'adore ce jeu !
558	558001	Je vous trouverai...
559	559001	Feu à volonté
560	560001	Haut du panier
561	561001	Au-dessus de la meute
562	562001	Champion{@g:/ne} en série
563	563001	Artiste martial
564	564001	Rêveur kumas
565	565001	Suis-je un Kumas ?
567	567001	Le berceau m'appartient
568	568001	Qui a trouvé la Pierre de régénération ?
569	569001	Capturez le capitaine !
570	570001	Trouvez les œufs dorés, partie 1
571	571001	Trouvez les œufs dorés, partie 2
572	572001	Trouvez les œufs dorés, partie 3
573	573001	Vous voulez mes trésors ? Trouvez-les vous-mêmes ! J'ai caché tous les œufs.
574	574001	Campagnes en fête : boîte cadeau du botte-le-foin... Jackpot !
575	575001	Campagnes en fête : boîte cadeau du rodéo de porcidés... Jackpot !
576	576001	Campagnes en fête : déjà en route
577	577001	Concilier festival et petit boulot : quel stress !
578	578001	Fête de l'étang : le cœur d'une mère...
579	579001	Fête de l'étang : pour la paix familiale !
580	580001	Néophyte des batailles de boules de neige
581	581001	Galopin du village
582	582001	L'hiver vient
583	583001	L'arène des neiges
584	584001	Seigneur des neiges
586	586001	Fête de l'étang : pas de fête sans musique !
587	587001	Profiter du festival ou garder les enfants...
588	588001	Au nom de l'amour, du courage et des livraisons express...
600	600001	Vous n'en croyez pas vos yeux !
601	601001	Exécution minutieuse
602	602001	Commandant d'assaut du Collectif de libre Échange
603	603001	Commandant d'assaut de l'Union des Éclairés
604	604001	Commandant d'assaut de l'Ordre de Fer
605	605001	Commandant de défense du Collectif de libre Échange
606	606001	Commandant de défense de l'Union des Éclairés
607	607001	Commandant de défense de l'Ordre de Fer
608	608001	Commandant adjoint du Collectif de libre Échange
609	609001	Commandant adjoint de l'Union des Éclairés
610	610001	Commandant adjoint de l'Ordre de Fer
701	701001	Meilleure Mortiféra
702	702001	Mortiféra habile
703	703001	Mortiféra fondatrice
706	706001	A mis une Mortiféra en déroute
707	707001	Tendances violentes.
708	708001	Ho hisse !
709	709001	Depuis le cœur de l'enfer !
711	711001	Eliminez l'infection.
712	712001	De l'obscurité vers la lumière
714	714001	Meilleur Bourrask
715	715001	Bourrask habile
716	716001	Bourrask fondateur
717	717001	Tendances violentes
718	718001	Folle de rage
719	719001	Aux portes du paradis
720	720001	Vaincre un Bourrask
721	721001	Bourrask de pointe
722	722001	Meilleure Ninja
723	723001	Ninja habile
724	724001	Ninja fondatrice
725	725001	Tendances violentes
726	726001	Mise en charpie
727	727001	Inarrêtable
728	728001	Élimination d'une Ninja
729	729001	Un cran au-dessus
730	730001	Première Danselune en tête
731	731001	Première Danselune habile
732	732001	Première Danselune fondatrice
733	733001	Tendances violentes
734	734001	Monter, descendre !
735	735001	Argh... Je vois rouge...
736	736001	Victoire face à la Danselune
737	737001	Première Danselune de pointe
777	777001	Se battre dans les Canaux.
778	778001	Des larves pour le petit déjeuner
779	779001	Haine des larves
800	800001	Retour à Wonderholme
802	802001	Le Consortium de Jax croit en vous !
803	803001	Folie meurtrière
804	804001	Prenez tous les crédits
805	805001	Crédit envers la famille
806	806001	Crédit supplémentaire
807	807001	Folie meurtrière inarrêtable
808	808001	Qui a tué la Folie meurtrière ?
809	809001	Qui a tué la Folie meurtrière ?
810	810001	Qui a tué la Folie meurtrière ?
811	811001	Qui a tué la Folie meurtrière ?
812	812001	Qui a tué la Folie meurtrière ?
813	813001	Qui a tué la Folie meurtrière ?
814	814001	Qui a tué la Folie meurtrière ?
815	815001	Qui a tué la Folie meurtrière ?
816	816001	Ambassadeur du Bellicarium
817	817001	Loyauté inébranlable
818	818001	La réputation est ce qu'il y a de plus important
819	819001	Potion de vitalité entraînante (auparavant : Emballage de pansement pour maladroits)
820	820001	Potion de vitalité grisante (auparavant : Emballage de pansements pour compétents)
821	821001	Potion de vitalité envoûtante (auparavant : Emballage de pansement pour expérimentés)
822	822001	Potion de mana entraînante (auparavant : Emballage de pansements pour experts)
823	823001	Potion de mana grisante (auparavant : Aficionado du pansement)
824	824001	Potion de mana envoûtante (auparavant : Mordu du pansement)
825	825001	Fruit de la potion (auparavant : Et vous pensiez que j'apprendrais quelque chose…)
826	826001	Rapineur légendaire
827	827001	Courage hors du commun
828	828001	Une forme rare
829	829001	Court supérieure C
830	830001	Sac bien rempli
832	832001	Un pas en avant
833	833001	Vivez sur le champ de bataille, mourrez sur le champ de bataille
834	834001	Réduisez-les en bouillie
835	835001	Bain de sang
836	836001	Spécialiste de mission de l'île de l'Aube
837	837001	Spécialiste de mission de Velika
838	838001	Spécialiste de mission d'Allemantheia
839	839001	Spécialiste de mission de Kaiator
840	840001	Forces spéciales
841	841001	Maîtrise du nexus
842	842001	Vous me complétez
843	843001	10 sur 10
844	844001	Passez à 11
845	845001	Une bonne douzaine
846	846001	Une soirée enchantée
847	847001	Élégance au carré
848	848001	Un pourcent
849	849001	Magnat de TERA
850	850001	Fabricant d'armes célèbre
851	851001	Fabricant d'armures méticuleux
852	852001	Propriétaire de l'usine
853	853001	Entrer dans le groupe de leaders
854	854001	Autosuffisant
855	855001	Mieux vaut encadrer que faire la planche
856	856001	Merci pour la planche
857	857001	Ailier du bastion
858	858001	Conquérant du Bastion
859	859001	Punissez le traître !
860	860001	Ce manoir était mineur
861	861001	Conquérant sinistre
862	862001	Encensé par la critique
863	863001	Cultistes idiots, les farces, c'est pour les enfants
864	864001	Le Refuge des Cultistes : La conquête
865	865001	Faire paniquer Gulsig
866	866001	Recalculation
867	867001	Destination finale
868	868001	Main gauche d'Akasha
869	869001	Main droite d'Akasha
870	870001	Ordonnance restrictive
871	871001	Nulle part où se cacher
872	872001	Assaillant de donjon du Sud d'Arun
873	873001	Plus un geste !
874	874001	Exorciser le régime
875	875001	Mort à l'intérieur
876	876001	Mort, mais pas fier
877	877001	Tromper la mort
878	878001	Une chose à la fois
879	879001	Se ranger
880	880001	Méthodique et efficace
881	881001	Laissez parler vos émotions
882	882001	Vous avez fait bon voyage ?
883	883001	Touriste coupe-gorge
884	884001	Montrez-moi ce qui fait mal
885	885001	Soin critique
886	886001	On prie pour lui
887	887001	Pilote du Temple du Soleil
888	888001	Assaillant de donjon du Sud de Shara
889	889001	Jokers meurtriers
890	890001	Chaos en puissance
891	891001	Dragons dans les donjons
892	892001	Valeur du choc
893	893001	Coureur de labyrinthe
894	894001	La peur incarnée
895	895001	Se frayer un chemin
896	896001	Terreur des terreurs.
897	897001	Tour de Siège
898	898001	Général Mayhem
899	899001	Choisissez votre poison
900	900001	Celui qui hésite est déjà mort
901	901001	Rage immense
902	902001	La peur n'est pas une option
903	903001	Musique du feu et de la glace
904	904001	Instinct de nidification
905	905001	Nid parfait
906	906001	Sus au kraken !
907	907001	Où se trouve votre dard ?
909	909001	Le coup final
910	910001	Reine hard core
911	911001	Une entrevue avec la reine
912	912001	Déchéance de la reine
913	913001	Conquérant du Noyau de Manaya
914	914001	Assaillant de donjon du Nord de Shara
915	915001	Dévot chercheur de donjon
916	916001	Accrochez-vous, ne lâchez rien
917	917001	Quoi faire de ça ?
918	918001	Chasseur de gros gibier
919	919001	Panoramas du Sud d'Arun
920	920001	Panorama de l'oubli
921	921001	Panorama des deux îles
922	922001	Différents panoramas
923	923001	Ni sable, ni neige, ni nuit obscure…
924	924001	En haut, en bas et tout autour
925	925001	Touriste de Crescentia
926	926001	Touriste du Boquillon
927	927001	Joyau du panorama du désert
928	928001	Panorama de la cascade
929	929001	Vue d'un œil d'oiseau
930	930001	Panoramas du Sud de Shara
931	931001	Touriste de Pora Elinu
932	932001	Touriste de Popolion
933	933001	Touriste de Chebika
934	934001	Touriste de Tulufan
935	935001	Panoramas de Kaiator
936	936001	Panorama de Susurrus
937	937001	Panorama argon
938	938001	Panorama du Nord de Shara
939	939001	Touriste castanic
940	940001	Touriste Tralion
941	941001	Touriste de Tria
942	942001	Touriste d'Elenea
943	943001	Classe mondiale
944	944001	Chasseur généreux
945	945001	Jusqu'au sommet
946	946001	Obtenir une vue d'ensemble
947	947001	Se concentrer sur les détails
948	948001	Lutte pour l'équilibre
950	950001	Attractions touristiques du Sud d'Arun
951	951001	Attractions touristiques du Sud de Shara
952	952001	Attractions touristiques du Nord de Shara
953	953001	Piège à touristes
954	954001	Arbosk rare
955	955001	Rôde-cendres rare
956	956001	Marchespore rare
957	957001	Trouvailles rares dans la Montagne Fyr
958	958001	Mugato rare
959	959001	Maligos rare
960	960001	Arachnéen rare
961	961001	Trouvailles rares dans la Plaine gelée.
962	962001	Argonomorphe orkan rare
963	963001	Argonomorphe Frogrider rare
964	964001	Argonomorphe wendigo rare
965	965001	Trouvailles rares dans la Forteresse de la Servitude
966	966001	J'aime ma viande saignante
967	967001	On a bien crapahuté
968	968001	Quel château
969	969001	Ligne dans le sable
970	970001	Travail enneigé
971	971001	En beauté
972	972001	Piste du Temple
973	973001	Partenaire de bridge
974	974001	Effort monumental
975	975001	Toute ma vie
976	976001	Belliqueux à l'extrême
977	977001	Touriste de Frontera
978	978001	Touriste du Rocher de la désolation
979	979001	Touriste du Bastion
980	980001	Touriste d'Acarum
981	981001	Touriste de la Chute du Dragon
