9001	Samael's Residence	0
9002	Fountain of Shara	0
9003	Fyrmount Abyss	0
9005	Jester's Villa	0
9007	Hidden Shrine	0
9008	Malachai's Lab	0
9010	Kaiator Command Center	0
9011	Muhrak's Workshop	0
9012	Three Towers Spires	0
9013	Cyasma Spire	0
9014	Khanovar Gauntlet	0
9017	Lighthouse of the Sun	0
9018	Argon Catacombs	0
9019	Sanctum Mysterium Forecourt	0
9020	Cultist's Armory	0
9021	Hidden Tunnel	0
9022	Vault of Glory	0
9023	Kutmaschuk's Hideout	0
9025	Balder's Temple	40
9026	Argon Corpus	40
9028	Malachai's Lab	0
9029	Vault of Kaprima	0
9031	Akasha's Trial	80
9032	Baracos' Trial	90
9033	Krakatox's Trial	70
9036	Karascha's Lair	0
9037	Tainted Gorge Bridge	0
9038	Mysterious Jungle	0
9039	Caravan Ambush Site	0
9040	Velika Plaza	0
9041	Velika Eastern Gate	0
9042	Velika Headquarters	0
9044	Bahaar's Sanctum	350
9046	Accursed Oasis	0
9047	Harvest Festival Hall	0
9051	Squalid Temple	0
9052	Banquet of Blood	0
9053	Kezzel's Gorge (5-Person)	180
9054	Bathysmal Rise (Hard)	0
9055	Ravenous Gorge (3-Person)	60
9057	Akeron's Inferno (Hard)	0
9061	Ruin of the Giants	0
9062	Jester's Villa	0
9063	Raven Altar	0
9064	Molten Chamber	0
9065	Twilight Valley 	0
9067	Demokron Factory (Hard)	330
9069	Echoes of Aranea	0
9070	Manglemire	200
9071	Necromancer Tomb	40
9072	Golden Labyrinth	40
9073	Ebon Tower	40
9074	Sanctum of Resurrection	0
9075	Kelsaik's Nest	40
9076	Labyrinth of Terror	40
9087	Bastion of Lok	40
9088	Sinestral Manor	40
9089	Cultists' Refuge	40
9090	Woodland Path	0
9091	Altar of Vadoma	0
9092	Dagon's Chantry	0
9093	Akasha's Hideout	40
9094	Saleron's Sky Garden	40
9126	Pit of Petrax	80
9503	Federation Commander Residence	0
9505	Ruined Velika Banquet	0
9506	Velika Banquet	0
9507	Dragon's Landing	0
9508	Soulscape	0
9509	Velika Banquet Redux	0
9611	The Abscess (Hard)	0
9643	Wonderholme (10-Person)	0
9681	Velik's Dream	0
9713	Ghillieglade	0
9714	Velik's Sanctuary	0
9720	Antaroth's Abyss	100
9727	Manaya's Core	40
9735	RK-9 Kennel	170
9739	Red Refuge	170
9750	Rift's Edge	150
9754	Bathysmal Rise	0
9757	Akeron's Inferno	0
9767	Demokron Factory	220
9768	Shadow Sanguinary	80
9769	Lilith's Keep	70
9770	Ruinous Manor	200
9777	Channelworks (3-Person)	60
9780	Velik's Hold (5-Person)	110
9781	Velik's Sanctuary	110
9783	Dark Reach Citadel	80
9794	Thaumetal Refinery	170
9795	Crucible of Fame	0
9804	Kelsaik's Nest_For Japan Tournaments	0
9808	Sabex Armory	0
9809	Macellarius Catacombs	90
9814	The Vault of Oriyn	0
9818	Energia Celo	0
9821	Dakuryon's Sanctum	0
9822	Archdeva Listening Post	0
9823	Sky Cruiser Intrepid	0
9825	Balder's Temple (Solo)	0
9826	Vaelsiar Chambers	0
9827	Stepstone Isle	0
9828	Shadetree	0
9829	Tiaran the Sorrow Tree	0
9830	Celestial Arena	70
9833	Wyrmgorge	0
9871	Necromancer Tomb (Solo)	0
9872	Golden Labyrinth (Solo)	0
9873	Ebon Tower (Solo)	0
9887	Bastion of Lok (Solo)	0
9888	Sinestral Manor (Solo)	0
9889	Cultists' Refuge (Solo)	0
9916	Sky Cruiser Endeavor (Hard)	0
9920	Antaroth's Abyss (Hard)	220
9935	RK-9 Kennel (Hard)	145
9970	Ruinous Manor (Hard)	350
9979	Saravash's Ascent	40
9980	Velik's Hold (Hard)	0
9981	Velik's Sanctuary (Hard)	125
9982	Grotto of Lost Souls (Hard)	220
9998	Test Room	0
