011107;Baraka Priest
011108;Baraka Mystic
11;Skittish Unicorn
12;Ferocious Unicorn
13;Prowling Jalmarak
14;Stalking Mycanar
15;Tomb Knight
16;Sovereign Tomb Knight
17;Cruel Dragoon
18;Unrelenting Dragoon
19;Shurian Crusher
110;Shurian Mangler
111;Feisty Hellion
112;Bloodthirsty Hellion
113;Malicious Runekeeper
114;Maligos Sentinel
115;Shurian Behemoth
116;Arachnen Matriarch
117;Ksharan Reaver
118;Ksharan Lancer
119;Ksharan Slayer
120;Ksharan Berserker
121;Ksharan Sorcerer
122;Ksharan Archer
123;Ksharan Priest
124;Ksharan Mystic
125;Shurian Skullcrusher
126;Shurian Deathmaster
127;Shurian Blood Mage
128;Shurian Mage
129;Shurian Priestess
130;Hellion Minion
131;Hellion Rager
132;Mabarith Witch
133;Hellion Overseer
134;Warder Giant
135;Guardian Giant
21;Redcap
22;Furious Faerie
23;Centaur
24;Slinking Sabertooth
25;Hulking Sabertooth
26;Sullen Unicorn
27;Warthog Brute
28;Hogling
210;Merciless Jalmarak
213;Centaur Insurgent
221;Lumbering Ghilliedhu
222;Lumbering Sporewalker
223;Feisty Terron
224;Annoying Stonebeak
232;Bloated Sporewalker
233;Terron Lunatic
234;Sabertooth
252;Faerie Vigilante
254;Ravenous Sabertooth
256;Feral Unicorn
257;Long Tusk Warthog
258;Armored Hogling
259;Runaway Pigling
262;Faerie Rebel
2102;Faerie Renegade
2152;Faerie Insurgent
2201;Grelnak
2202;Faerie Guardians
2203;Likhan
2206;Seravy
2208;Hogling Trufflehunters
2209;Dark Sorcerer
2210;Cruel Sorcerer
2221;Emberbark
2256;Seravy
2259;Garkior
2260;Cruel Sorcerer
2507;Garash Bloodtusk
2510;Tradon
21001;Marasuul
21002;Woodcutter
31;Stonebeak Scavenger
32;Agitated Sporewalker
33;Mossy Ghilliedhu
34;Grayal
35;Skeletal Retainer
36;Skeletal Soldier
37;Dakanius
39;Basenius
312;Tuebenius
313;Dark Maiden
314;Reaver of Resurrection
315;Ebonheart Sorcerer
316;Fallen Defender
317;Devan Robber
318;Devan Scrapper
319;Devan Brigand
320;Kulsilva
321;Dur Barak
322;Lanok
323;Aggravated Sporewalker
324;Keener Conscript
3101;Stonebeak Soldier
31000;Lakan's Prison Teleportal
31001;Stonebeak Fighter
31049;Wall of Wordcraft
3300140;Devan Bandit
3300141;Devan Blademaster
3300142;Devan Warrior
3300143;Devan Bladesister
3300150;Devan Thief
3300151;Devan Pillager
3300160;Devan Arcanist
3300161;Devan Chanter
3300611;Furious Dragoon
3300811;Basilisk
3301080;Fallen Soldier
41011;Fangspawn
41021;Sulphurous Groknar
41031;Sooty Sporewalker
41032;Smoldering Ghilliedhu
41041;Ashstalker Wolf
41051;Devan War Golem
41052;Fallen Devan Protector
41061;Devan Dark Knight
41062;Risen Devan Infantry
42011;Voracious Fangspawn
42021;Shurian Foe-Hammer
42031;Eldritch Cardinal
42041;Eldritch Reaver
42051;Raging Arbosk
43011;Marasep
43021;Soulstalker
43031;Tyrak
43041;Shurian Mindbender
43042;Hellion Thrall
44901;Raging Arbosk
44902;Devan Dark Knight
44903;Risen Devan Infantry
44904;Resurrected Deva Superior Soldier
44905;Sulphurous Groknar
44906;Akasha's Scout
44907;Akasha's Lion
44908;Akasha's Soldier
45001;Akasha's Viper
45002;Akasha's Shurian Warrior
45003;Akasha's Shurian Summoner
45004;Akasha's Shurian Summon Creature
45005;Akasha's Flames
45006;Akasha's Hell Beast
45007;Oga-Garagg
45008;Lupak
45009;Sissirus
45011;Tempest Kanash
46011;Goat
47011;Marakadi
47012;Jirakar
51;Tuwangi Overseer
52;Tuwangi Helper
53;Tuwangi Worker
54;Tuwangi Frogrider
55;Tuwangi Blockhead
56;Tuwangi Chopper
57;Tuwangi Warfrogger
58;Keen Hat Tuwangi
59;Stonehammer Tuwangi
510;Miretoad
511;Bubu Dragon
512;Frog Drum
513;Inky Sabertooth
514;Muddy Sporewalker
515;Hungry Cullar
516;Tentacullar
517;Garangka
518;Bauba
519;Moong
520;Raguga
521;Tuwangi Protector
522;Tuwangi Hatcheter
57000;Frogbane Drum
57001;Frogbane Drum
57002;Frogbane Drum
57003;Frogbane Drum
61011;Grazing Noruk
61021;Stomping Noruk
61031;Ravenous Hyena
61032;Starving Hyena
61041;Gutrend Kulkari
61042;Gutrend Hyena
61051;Gutrend Clawtamer
61052;Gutrend Hyena
61061;Gutrend Brigand
61062;Gutrend Pillager
61071;Gutrend Raider
61081;Gutrend Skullcrusher
61091;Hyena Stalker
62011;Hillwalker Warthog
62021;Great Tusk Warthog
62031;Scavenging Bear
62041;Ravenous Bear
62051;Gutrend Reaper
62061;Gutrend Sentry
62071;Gutrend Shaman
62072;Gutrend Watcher
62081;Gutrend Seer
62082;Gutrend Juggernaut
63011;Scion Justicar
63021;Lokian Battlerager
63031;Lokian Reaver
63032;Lokian Mystic
63041;Lokian Darkcaller
63042;Lokian Reapmaster
65001;Crisaka
65002;Abrata
65003;Arakia
67011;Hyena Hunter
67012;Hyena Prowler
67013;Hyena Slasher
67021;Krel
67022;Rerko
67023;Facebasher
67031;Krashar
67032;Lakrax
67033;Torax
67041;Dakarius
67051;Smulch
68001;Arcadia Guard
68002;Arcadia Guard
68003;Arcadia Guard
68004;Arcadia Guard
68005;Arcadia Guard
68006;Arcadia Guard
71;Naga Mercenary
72;Naga Juggernaut
73;Indolent Kumas
74;Torpid Kumas
75;Red Fang Orcan
76;Red Fang Fighter
77;Red Fang Rager
78;Red Fang Kobold
79;Red Fang Kobold Minion
710;Lean Hyena
711;Bloodguard
712;Lokian Lancer
713;Lokian Berserker
714;Lokian Sorcerer
718;Nakarash
720;Crowu
721;Goat
723;Juggernaut Mercenary
7100;Dark Imp
7101;Barraq
7102;Tezluar
71000;Radat
72000;Kadas
81011;Hulking Sentry
81021;Cromos Prowler
81031;Caprin Imp
82011;Armored Hyena
82021;Caiman Mercenary
82031;Gula Slaver
82041;Gula Taskmaster
82042;Caiman Guard
82051;Devan Acolyte
82061;Auric Imp
83011;Gula Mutilator
83021;Gula Skinner
83022;Slavering Auric Imp
83031;Gula Ravager
83041;Gula Overseer
83042;Kobold Thug
83051;Kobold Hireling
84011;Aberrant Gulon
84021;Reanimated Popori
84031;Skeletal Caiman
84032;Caiman Bonethrall
84041;Cruel Inquisitor
84051;Vulgar Inquisitor
84052;Vicious Auric Imp
84061;Undying Miner
85011;Candarik
85012;Caiman Inflictor
86051;Goat
88011;Glauka
88012;Nazkarith
88021;Dulinka
88022;Mekkitar
88031;Kuraab
9100;Tawny Sabertooth
9200;Mugato
9300;Armored Crocuta
9310;Alpha Crocuta
9400;Gula Brigand
9410;Gula Pillager
9420;Gula Bandit
9430;Gula Gutslasher
9440;Gula Eviscerator
9450;Gula Rager
9500;Kobold Conscript
9600;Undying Fighter
9700;Alizarin Imp Hunter
9710;Alizarin Imp Warder
9800;Gula Butcher
9810;Gula Gourmand
9900;Caiman Cook
9910;Caiman Zealot
91000;Lokian Bloodreaper
91100;Lokian Bowmaster
91200;Lokian Champion
91300;Lokian Bloodrager
91400;Azarel's Juggernaut
91410;Labyrinthine Stalker
92100;Storm Rush Kubai
92200;Bloody Half Moon Ladek
95000;Brutal Mugato
95001;Alizarin Imp Vanguard
95002;Nalathak
95003;Kutmaschuk
95004;Barknik
95005;Lamakus
95006;Tabruk
97000;Kaia's Sword Soldier
97001;Kaia's Sword Soldier
101;Arachnen Warrior
102;Grove Kamara
103;Virek Kamara
104;Lumbering Kamara
105;Thickbark Ghilliedhu
106;Agitated Mycanar
107;Vicious Mycanar
108;Naga Battlemaster
109;Longtusk Slasher
1010;Baykun Warthog
1011;Naga Slayer
1012;Caiman Serf
1013;Naga Bloodscale
1014;Naga Wyrmling
1015;Naga Seeress
1016;Naga Clawrider
1017;Naga Clawmaster
1018;Naga Leviathan
1019;Siraxatol
1020;Frillfang Sabertooth
1021;Ebon Sabertooth
1022;Malagash
1023;Midirix
1031;Fitty Poinz
1032;Twennyfife Poinz
1033;Thri Poinz
1034;Watermelon
1035;Barrel
1036;Fitty Poinz
1037;Twennyfife Poinz
1038;Thri Poinz
1099;Divine Reaver
10104;Gruber
10105;Bandit
105002;Malagash
105003;Midirix
111001;Red Lash Bosun
111002;Red Lash Swashbuckler
111003;Red Lash Veteran
111004;Red Lash Digger
111005;Red Lash Deckhand
111006;Red Lash Miner
111007;Red Lash Cutthroat
111008;Red Lash Pirate
111009;Red Lash Reaper
111010;Red Lash Archer
111011;Red Lash Petty Officer
112001;Red Lash Mate
112002;Red Lash Boarder
112003;Red Lash Sentinel
112004;Red Lash Grunt
112005;Red Lash Driller
112006;Red Lash Raider
112007;Red Lash Slayer
112008;Red Lash Buccaneer
113003;Red Lash Injenir
113004;Gula Massacrer
113005;Subterranean Base Gula Butcher
113006;Red Lash Berserker
114001;Red Lash Crusher
114002;Red Lash Rover
114003;Red Lash Freebooter
114004;Spiketail Kamara
114005;Red Lash Overseer
114006;Red Lash Dredger
115001;Belkarius
115002;Arlvek
115003;Orless
115004;Caiman Shocktroop
115005;Undead Chamberlain
115006;Lektor
115007;Caiman Engineer
116001;Dread Pirate Gula
116002;Bardragul
116003;Zerashaad
116004;Nimrel
116005;Qasidran
121;Harbor Hermit Crab
122;Bay Kamara
123;Arachnen Stalker
124;Mistmoor Faerie
125;Mistmoor Orcan Fighter
126;Island Noruk
127;Gula Brawler
128;Red Lash Killer
129;Red Lash Butcher
1210;Mistmoor Orcan Scrapper
1211;Island Kamara
1212;Island Hermit Crab
1213;Red Lash Clawrider
1214;Gula Trafficker
1215;Red Lash Cleaver
1216;Slave Watcher
1217;Red Lash Marauder
1219;Abraxis
1221;Gula Slavemaster
1222;Red Lash Enforcer
1223;Slawgesh
1224;Bruke
1225;Lokian Executioner
1226;Arachnen Hunter
121501;Vault of Kaprima Teleportal
131;Pigling
132;Sporewalker
133;Ponderous Sporewalker
134;Dwarf Orcan
135;Orcan Raider
136;Kariagon
137;Disc Reaper
138;Runekeeper
139;Destroyer
13102;Docile Terron
13111;Gentle Pigling
13301;Rockcrawler Tumbler
13302;Terron Ringleader
13303;Terron Thief
13304;Sickly Noruk
13555;Scion Scout
13556;Scion Scout
13557;Scion Scout
13558;Scion Scout
13601;Dark Marauder
13888;Training Dummy
13901;Orcan Guardian
13902;Dwarf Guardian
131001;Vekas
131002;Acharak
131003;Acharak's Soldier
131004;Kugai
131011;Terron Saboteur
13300541;Rockcrawler
13300542;Rockcrawler Cleaver
13300910;Prowling Cromos
13300911;Cromos
13300920;Shaggy Noruk
13300921;Noruk
13300930;Elder Ghilliedhu
13300931;Ghilliedhu
13300932;Horned Ghilliedhu
13300933;Hardened Ghilliedhu
13300941;Terron
13300942;Terron Thrall
13300943;Terron Saboteur
13300944;Terron Chief
13300945;Terron Lama
13300951;Dark Raider
13300960;Devoted Ebon Imp
13301191;Stonebeak Raider
13301193;Stonebeak Brigand
13301194;Stonebeak Highcrest
151;Lunatic Yeoman
152;Insane Farmer
153;Sulking Inky Sabertooth
154;Castanic Recruit
155;Amani Recruit
156;Disturbed Construct
157;Eerie Polykind
158;Mutant Castanic Cutter
159;Mutant Amani Thumper
1510;Rabid Inky Sabertooth
1511;Cruel Jockey
1512;Mutant Dwarf Fodder
1513;Mutant Dwarf Scrapper
1514;Blood Fiend
1515;Fimbrilisk
1516;Chuckles
1517;Gigglehorn
1518;Sangralak
1519;Ebonathis
1520;Atrocitas
1521;Dementalith
1522;Stonekeeper
161;Dementalith
162;Vikar
1622;Vampir Blood Servant
161001;Vampir Footman
161002;Dricus
161003;Bathory
161004;Elder Blood Witch
161005;Blood Witch
161006;Sadnica
161007;Captain Kirithia
162201;Vampir Henchman
162202;Vampir Retiarius
162203;Violent Dwarf
162204;Armored Zuulhound
162205;Stalker Company Scout
162206;Stalker Company Warrior
162207;Stalker Company Blademaster
162208;Stalker Company Assassin
162209;Gloomtusk
162301;Blood Maid
162302;Blood Lord
162303;Vampir Jester
162304;Sanguine Moppet
162305;Blood Mage
162401;Ovolith
162402;Lurking Ovolith
162403;Vampir Runner
162404;Vampir Soldier
162405;Zuulhound
162406;Surdek
162501;Massive Ovolith
162502;Ebonweaver
165001;Serajar
165002;Serajar's Servant
165003;Juvenile Ovolith
17101;Heavens Fall Partisan
17102;Heavens Fall Laborer
17103;Heavens Fall Overseer
17104;Forked Tusk Warthog
17201;Thresher Rotcarn
17202;Barrelhead Dwarf
17203;Gutspiller Warthog
17204;Young Gutspiller Warthog
17205;Vilastasia
17206;Sikandari Magister
17207;Sikandari Advisor
17208;Whiteclaw Hyena
17301;Virigar
17302;Inquisitor Mutilusk
17303;Executor Noneresk
17304;Ebonweaver Turbskan
17305;Heavens Fall Dervish
171001;Bristleback Shoat
17300050;Wary Gutspiller Warthog
17300442;Heavens Fall Guard
17300470;Heavens Fall Farmhand
17300551;Barrelhead Harvester
17300552;Barrelhead Thresher
17300580;Enthralled Worker
17301201;Heavens Fall Captain
17301220;Mutated Elin
181;Desert Fire Thrasher
182;Desert Fire Shaman
183;Desert Fire Rager
184;Desert Fire Kobold
185;Desert Fire Miner
186;Desert Fire Frillback
187;Ancient Drill Golem
188;Desert Fire Destroyer
189;Desert Fire Prophet
1810;Sentinel Golem
1811;Wheelwatch Golem
1812;Warblade Golem
1813;Cannoneer Golem
1814;Piledriver Golem
1815;Rockcrawler Scavenger
1816;Rubblemaker Golem
1817;Ancient Teralith
1818;Giant Gladiator
1819;Lokian Vanguard
1820;Lokian Slayer
1821;Lokian Skullcleaver
1822;Lokian Priest
1823;Lokian Magister
1824;Lokian Sanguinar
18101;Tukarus
18102;Kobold Smasher
18103;Kudarsh
18104;Kobold Chopper
18105;Metatron
18106;Lorewarden
18107;Adarak
18108;Jerexis
18109;OZ-MND1A5
18110;Kurata
18111;Cotter Hyena
18112;Hyena Tyrant
18113;Kaltrun
18114;Tezek
185007;Puzzling Monument
19700;Elite Bloodthirsty Imp
19701;Elite Lugribar's Minion
191000;Rummaging Warthog
191001;Rebel Farmer
191002;Pigling
192000;Battle Hyena
192001;Crazed Harvester Golem
192002;Mad Scarecrow
192003;Wild Harvester Golem
192004;Capricious Scarecrow
193000;Horned War Hyena
193001;Berserk Harvester Golem
193002;Fringed Scarecrow
193003;Reaping Harvester Golem
193004;Demented Scarecrow
193005;Reapmaster 2000
194000;Lokian Rager
194001;Lokian Ripper
194002;Lokian Cleaver
194003;Lokian Gutreaver
194004;Lokian Swordlord
194005;Lokian Bloodletter
194006;Lokian Bloodweaver
194007;Lokian Eboncaller
194008;Lokian Dark Mage
194009;Sidurek
195000;Reapmaster 1000
195001;Dralotar
195002;Azared
197000;Karascha
197001;Lugribar
197002;Terkasia
197003;Malgarios
197004;Vedilith
197005;Baracos
197006;Zelvictus
197007;Laknerus
197100;Disma
197101;Phanberk
197102;Uria
197103;Karoff
197104;Ubo
197105;Kaianus
197106;Hakan
197107;Parku
199000;Munser
2098;Skeletal Servant
2099;Jurzeniir
206008500;Weapon Crates
2030011000;Slave Foreman
2030011001;Slave Overseer
2030011002;Cruel Taskmaster
2030011100;Morale Booster
2030012000;Zombie Slave
2030012001;Armored Zombie
2030031000;Skeletal Spearman
2030031001;Skeletal Sentry
2030031002;Skeletal Vassal
2030039000;Zompori Laborer
2030039100;Zompori Chopper
2030048000;Hammerhand Slave
2030048001;Stonecrusher Slave
2030064200;High Priestess Akia
2030077200;Hydrath Demon
2030087000;Relentless Bloodclaw Arachnen
2030114000;Ossugon Warlord
2030114001;Ossugon Centurion
2030114002;Ossugon Prefect
2030114003;Ossugon Primus
2030120100;Devan Outrider
2030120101;Devan Ripper
2030140000;Lokian Blood Mage
2030141000;Lokian Reaper
2030143000;Lokian Ebonweaver
211;Vicious Dusky Basilisk
212;Dusky Basilisk
213;Vicious Orisk
214;Brutal Orisk
215;Crag Stalker Prophet
216;Crag Stalker Champion
217;Yurklag Hyena
218;Yurklag Hyena Pup
219;Crag Stalker Rager
2110;Crag Stalker Crusher
2111;Crag Stalker Reaver
2112;Desert Cullar
2113;Sandhopper Tentacullar
2114;Desert Arachnen Worker
2115;Crag Stalker Kobold
2116;Crag Stalker Frillback
2117;Dunecrawler Hyena Alpha
2118;Dunecrawler Hyena
2119;Crag Cullar
2120;Crag Hopper Tentacullar
2121;Crag Hopper Tentacullar
2122;Crag Stalker Reaper
2123;Crag Stalker Skullcrusher
2124;Crag Stalker Seer
2125;Crag Stalker Minion
2126;Crag Stalker Fighter
2127;Crag Stalker Watcher
2128;Crag Stalker Oracle
2129;Crag Stalker Raider
2130;Crag Stalker Shaman
2131;Ravenous Sand Cullar
2132;Rapacious Tentacullar
2133;Voracious Tentacullar
215001;Beldresk
215002;Loyal Retainer
215003;Bloodjaw
215004;Deathglare
221;Angry Mr. Purrfect
222;Frisky Mr. Purrfect
223;Redcap Wandmaker
224;Vadoma Centaur
225;Redcap Artisan
226;Faerie Seeress
227;Apprentice Witch
229;Shadow Instructor
2210;Senior Apprentice
2211;Witch Prefect
2212;Ailuri Giantkiller
2213;Blood Marm
2214;Vadoma Acolyte
2215;Eldritch Moppet
2216;Mad Vampiric Jester
2217;Ailuri Giantbane
2218;Vampir Aristocrat
2219;Vadoma Witch
2220;Shadow Guide
2221;Chaos Guide
2222;Iskaragard
2223;Mekonari Sorcerer
2224;Ebon Imp Thrall
2225;Mekonari Darkweaver
2226;Toxic Vampiric Jester
2227;Ensorceled Disc Reaper
2228;Dark Prelate
2229;Diminutive Ovolith
2230;Dark Cardinal
2231;Serena
2232;Ailuri Thrall
2233;Taera
2234;Ailuri Crusher
2235;Nyrixia
2236;Baalzerath
2299;Chaotic Soulkeeper
225007;Puzzling Monument
231;Bristleback Bear
232;Ironwood Ghilliedhu
233;Popori Exile
234;Forest Pigling
235;Moonlight Stalker
237;Kobold Skullthumper
238;Mekonari Conjuror
239;Molten Fangspawn
2310;Moonlight Sabertooth
2311;Malicious Jester
2312;Kobold Mercenary
2313;Searing Fangspawn
2314;Lurking Teralith
2315;Mooncrest Noruk
2316;Lokian Blackguard
2317;Lokian Bloodweaver
2318;Vampir Insurgent
2319;Popori Rebel
2320;Elin Witch
2321;Trickster Jester
2322;Kobold Bloodletter
2323;Battle Pigling
2324;Popori Insurgent
2325;Guerrilla Officer
23101;Rhokasi the Mad
23102;Kobold Berserker
23103;Saera
23104;Popori Stalwart
23105;Trunus
241;Sand Wind Kobold Looter
242;Sand Wind Kobold Lobber
243;Sand Wind Kobold Headhunter
245;Swift Storm Lizard
246;Sand Wind Kulkari
247;Sand Wind Champion
248;Sand Wind Prophet
249;Desert Lightning Kumas
2410;Greedy Vulcan
2411;Horned Orcan Berserker
2412;Covetous Vulcan
2413;Sly Runekeeper
2414;Bloodhorn Maligos
2415;Sandpaw Hyena
2416;Desertcrawler Wolf
2417;Eldritch Master
2418;Skullcleaver
2419;Eldritch Warper
2420;Blackguard
2451;Sand Wind Kobold Thief
2455;Raging Storm Lizard
2456;Sand Wind Scavenger
2457;Sand Wind Crusher
2458;Sand Wind Shaman
2459;Sand Lord Kumas
2462;Yearning Vulcan
24106;Sand Wind Reaper
24156;Sand Wind Reaver
245001;Merkaratos
245002;Zuulrakar
245003;Ezzareshar
245004;Terenoff
245005;Solrachnus
251011;Devan Reaver
251021;Devan Prelate
251022;Skeletal Warden
251031;Dread Knight
251032;Skeletal Defender
251041;Dread Squire
251051;Skeletal Pikeman
251061;Dark Fimbrilisk
251062;Dark Priest
251071;Lokian Raider
251072;Lokian Brute
251081;Remorseless Hyena
252011;Ossugon Warchief
252012;Fanatic Skeletal Soldier
252021;Ossugon Legate
252022;Fanatic Skeletal Crusher
252031;Devan Deathmaster
252041;Lokian Sniper
252042;Lokian Blood Reaper
252051;Cruel Fimbrilisk
252052;Dark Bishop
252061;Devan Vanguard
252071;Dark Deacon
252081;Caiman Scavengers
252091;Lokian Zealot
252092;Lokian Fanatic
253011;Consecrated Lokian
253012;Shurian Champion
253021;Primal Lokian
253022;Shurian Magister
253031;Primal Lokian Darkweaver
253032;Hallowed Lokian Knight
255011;Leinas
255012;Telphus
255013;Kelanius
255014;Diminia
255015;Mandirik
255021;Kelobe
255022;Misynri
255023;Lysinia
257011;Garbeldin
258011;Nurkrasid
258012;Dark Restorer
258021;Valursus
258022;Dark Infuser
258031;Masakrad
258032;Dark Redeemer
258041;Libtrixas
26101;Kuru
26102;Taroku
26103;Axelzar
26501;Andras
26502;Atel Akaad Mystic
26503;Atel Akaad Lancer
26901;Basin Gorilla
261001;Forestwalker Shaman
261002;Forestwalker Thrasher
261003;Ebon Weaver
261004;Stonebeak Scrounger
262001;Revivified Cromos
262002;Revivified Noruk
262003;Resurgent Ghilliedhu
262004;Mossy Teralith
262005;Stonebeak Gnasher
262006;Tainted Mycanar
263001;Soulkeeper
263002;Hallowed Sentinel
263003;Godly Breath Executioner
264000;Patient Lithikumas
269001;White Hart
271;Loamy Sporewalker
272;Ancient Bladegolem
273;Ancient Speargolem
274;Eldritch Sentinel
275;Fearless Speargolem
276;Merciless Iskaragard
277;Savage Iskaragard
278;Thulsan Berserker
279;Thulsan Dreadweaver
2710;Thulsan Slayer
2711;Thulsan Arcanist
2712;Thulsan Cleaver
2713;Thulsan Guardian
2714;Thulsan Conjurer
2715;Thulsan Follower
2716;Calapana
2717;Belcurion
2718;Beltyrian
2719;Zarhagen
2720;Gernik
2721;Thulsan Battlerager
2722;Thulsan Mystic
2723;Thulsan Thresher
2724;Thulsan Sorcerer
2725;Thulsan Reaper
27100;Mysinius
271049;Wall of Wordcraft
281011;Blackhoof Unicorn
281021;Thorny Timberwolf
281031;Tumbling Sporewalker
281041;Corrupted Mycanar
282011;Smokepaw Timberwolf
282021;Plagued Cullar
282031;Plagued Tentacullar
282041;Tainted Ovolith
283011;Noxious Ovolith
283021;Reeking Orisk
283031;Blighted Jalmarak
283041;Fallen Wraith
283051;Tainted Jalmarak
285000;Terkasia
285001;Minoc
285002;Fallen Unicorn
286000;Gaist
291011;Thick Tusked Shoat
291021;Inky Sabertooth
291031;Inky Sabertooth Alpha
291041;Woodland Fangspawn
291049;Wall of Wordcraft
291051;Hellmouth Fangspawn
291501;Rift's Edge Teleportal
292011;Vicious Shoat
292021;Leafcutter Arachnen
292031;Vinesplicer Arachnen
293011;Thorntail Kamara
293012;Elder Thorntail
293021;Ghilliedhu Warden
293022;Ghilliedhu Guardian
294011;Lokian Battlerager
294012;Lokian Warpriest
294021;Lokian Deathreaper
294022;Lokian Warmage
294031;Forestwalker Vulcan
294041;Vulcan Dreadnaught
297011;Arachnen Razorclaw
297012;Arachnen Bloodclaw
297021;Limcadus
297022;Artania
297023;Indigo Imp
297031;Anansha
298000;Jagged Tusk Shoat
298001;Gutrender
298002;Vulcan Devastator
3010;Ashpelt Gorilla
3020;Scourcoat Gorilla
3030;Aurmane Yak
3040;Violet Struthio
30100;Jittery Sloth
30110;Sloth Slasher
30120;Languid Sloth
30130;Sloth Forager
30140;Venomous Tentacullar
30150;Fiery Tentacullar
30160;Azureroot Ghilliedhu
30170;Viny Arbosk
30180;Brass Conservator
30190;Brass Steward
30200;Plainstalker Bear
30210;Crimson Arkai
30220;Teal Arkai
30500;Phlox Ovolith
30510;Direpaw Mandrill
30520;Dreadpaw Mandrill
301000;Arkaina
302004;Brass Warden
303001;Krylar Iskaragard
303002;Strylik Iskaragard
303003;Veldraj Iskaragard
303004;Remorseless Sentinel
303005;Argent Soulkeeper
305007;Puzzling Monument
311;Ossugon Frostwalker
312;Ossugon Icelord
313;Frigid Ossugon
314;Icy Skeletal Minion
315;Frosted Skeletal Thrall
316;Deathfrost Charger
317;Deathfrost Cavalier
318;Sepulchral Wraith
319;Souleater Wraith
3110;Frostreach Sentinel
3112;Drowned Gula Sailor
3113;Drowned Gula Swab
3114;Drowned Gula Bosun
3115;Drowned Gula Officer
3116;Storm Naga Ravager
3117;Storm Naga Predator
3118;Caiman Plunderer
3119;Caiman Looter
3120;Naga Deathreaper
3121;Naga Colossus
3122;Frosthowl Siren
3123;Frostclaw Siren
3124;Dark Arcanist
3125;Onyx Hydrath
3128;Siarxis
3130;Endain
3131;Endrenlas
3132;Enkanas
3133;Bloody Tombstone
3134;Bloody Tombstone
3135;Bloody Tombstone
3136;Bloody Tombstone
3196;Seraeno
3197;Unglueth Ebonclaw
3198;Kestol
3199;Marutash
31101;Wounded Soldier
31102;Federation Soldier
31103;Federation Soldier
31104;Federation Soldier
31105;Federation Soldier
31106;Federation Soldier
31107;Federation Soldier
31108;Centurion
311501;Shuma
321;Sihran Fighter
322;Tuwangi Hornhead
323;Sihran Berserker
324;Sihran Rager
325;Tuwangi Thumper
326;Sihran Defender
327;Stalker Company Reaper
328;Stalker Company Destroyer
329;Stalker Company Sniper
3210;Sihran Witch
3211;Sihran Polykind
3212;Sihran Templar
3213;Sihran Arcanist
3214;Tuwangi Froglar
3215;Sihran Loyalist
3216;Ghufran
3217;Kaidun
3218;Jursak
3219;Chimakur
3220;Baalark
3221;Lotishara
3222;Tuwangi Fodder
321049;Wall of Wordcraft
325007;Puzzling Monument
331;Ghost Moppet
332;Cursed Moppet
333;Vampir Noblewoman
334;Vampir Gentleman
335;Cursed Jester
336;Malevolent Wraith
337;Eldritch Defender
338;Merciless Disc Reaper
339;Armored Disc Reaper
3310;Blood Guard Mage
3311;Blood Guard Berserker
3312;Blood Guard Lancer
3315;Mekonari Magister
3316;Anguished Minion
3317;Ebon Inquisitor
3318;Decaying Minion
3351;Moppet Butcher
