1	19	206	habere
1	19	207	vale_of_spires
1	19	208	plain_of_the_damned
1	20	221	scythera_fae
1	20	222	darkquaver
1	20	223	seeliewood
1	20	224	dragonfall
1	20	225	susurrus_woods
1	20	226	amena_quatla
1	21	231	pathfinder_post
1	21	232	tirkai_forest
1	21	233	thrallhold
1	21	235	three_towers
1	21	236	three_towers
1	21	237	three_towers
1	22	247	kanstria
1	22	249	argonea
1	22	250	granarkus
1	23	251	zulfikar_fortress
1	23	252	khanovar_front
1	24	172001	savage_reach
1	24	172002	savage_reach
1	24	181001	ex_prima
1	24	181002	ex_prima
1	24	182001	spring_valley
1	24	182002	spring_valley
1	24	182003	spring_valley
1	24	191001	arx_umbra
1	24	191002	arx_umbra
1	24	191003	arx_umbra
1	24	183001	highwatch
1	24	183002	highwatch
1	25	599001	stepstone_isle
1	25	599002	stepstone_isle
1	26	72	cu
9999	1	9950	harrowhold
9999	2	9037	island_of_dawn
9999	3	513	fey_forest
9999	3	518	bastion_of_lok
9999	3	9887	bastion_of_lok
9999	3	9710	broken_prison
9999	3	9713	ghillieglade
9999	4	519	sinestral_manor
9999	4	9888	sinestral_manor
9999	4	9769	liliths_keep
9999	4	9969	liliths_keep
9999	4	99701	ruinous_manor
9999	4	99702	ruinous_manor
9999	4	97701	ruinous_manor
9999	4	97702	ruinous_manor
9999	5	553	cultists_refuge
9999	5	9889	cultists_refuge
9999	6	9072	golden_labyrinth
9999	6	9872	golden_labyrinth
9999	6	9093	akasha_hideout
9999	6	9766	shattered_fleet
9999	6	9860	kalivan
9999	6	9760	kalivan
9999	6	9060	kalivan
9999	10	202	allemantheia
9999	10	203	allemantheia
9999	11	9094	salerons_sky_garden
9999	11	98331	wyrmgorge
9999	11	98332	wyrmgorge
9999	12	626	necromancer_tomb
9999	12	9871	necromancer_tomb
9999	13	9979	savarash_ascent
9999	14	9939	red_refuge
9999	14	9739	red_refuge
9999	15	9025	balders_temple
9999	15	90251	balders_temple
9999	15	9825	balders_temple
9999	18	203	kaiator
9999	18	2021	kaiator
9999	18	2022	kaiator
9999	19	211	labyrinth_of_terror
9999	19	212	labyrinth_of_terror
9999	19	213	labyrinth_of_terror
9999	19	214	labyrinth_of_terror
9999	19	90731	ebon_tower
9999	19	90732	ebon_tower
9999	19	90733	ebon_tower
9999	19	90734	ebon_tower
9999	19	90735	ebon_tower
9999	19	98731	ebon_tower
9999	19	98732	ebon_tower
9999	19	98733	ebon_tower
9999	19	98734	ebon_tower
9999	19	98735	ebon_tower
9999	19	9075	kelsaiks_nest
9999	21	9012	three_towers
9999	22	9026	argon_corpus
9999	22	9727	manayas_core
9999	22	97271	manayas_core
9999	24	9055	RG
9999	24	9808	sabex_armory
9999	24	9809	macellarius_catacombs
9999	24	9916	sky_cruiser_endeavor
9999	24	99161	sky_cruiser_endeavor
9999	24	99162	sky_cruiser_endeavor
9999	24	9716	sky_cruiser_endeavor
9999	24	97161	sky_cruiser_endeavor
9999	24	97162	sky_cruiser_endeavor
9999	24	9830	celestial_arena
9999	24	9794	thaumetal_refinery
9999	24	9994	thaumetal_refinery
9999	24	9735	rk9_kennel
9999	24	973501	rk9_kennel
9999	24	973502	rk9_kennel
9999	24	973503	rk9_kennel
9999	24	973504	rk9_kennel
9999	24	973507	rk9_kennel
9999	24	9935	rk9_kennel
9999	24	993501	rk9_kennel
9999	24	993502	rk9_kennel
9999	24	993503	rk9_kennel
9999	24	993504	rk9_kennel
9999	24	993507	rk9_kennel
9999	25	9827	stepstone_isle
9999	25	9828	stepstone_isle
9999	25	9829	stepstone_isle
9999	61	9126	pit_of_pertrax
9999	1	9720	antaroths_abyss
9999	1	9920	antaroths_abyss
9999	22	9034	dreadspire
8888	60	901	iron_bg
8888	60	902	fraywind
8888	60	903	fraywind
8888	60	905	champions
8888	60	906	corsairs
8888	60	908	kumas
8888	60	912	gridiron
9999	20	9782	grotto_of_lost_souls
9999	20	9982	grotto_of_lost_souls
9999	5	9783	dark_reach_citadel
9999	5	9983	dark_reach_citadel
