21049	Pounce	icon_skills.heavybite_tex	Energetic Pounce	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
21050	Traverse Cut	icon_skills.dualrapidpiercing_tex	Lingering Traverse Cut	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 50%.
21051	Traverse Cut	icon_skills.dualrapidpiercing_tex	Brilliant Traverse Cut	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 75.
21052	Blade Draw	icon_skills.dualslash_tex	Empowered Blade Draw	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
21053	Blade Draw	icon_skills.dualslash_tex	Brilliant Blade Draw	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 80.
21054	Blade Draw	icon_skills.dualslash_tex	Persistent Blade Draw	icon_crest.e_crestactivecooltimereset_tex	50% chance to eliminate cooldown.
21064	Rain of Blows	icon_skills.pointattack_tex	Empowered Rain of Blows	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
21065	Death From Above	icon_skills.evasionattack_tex	Energetic Death From Above	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 30%.
21066	Rain of Blows	icon_skills.pointattack_tex	Restorative Rain of Blows	icon_crest.e_crestpassivehpheal_tex	Recovers 0.5% of total HP per successful hit.
21067	Evasive Roll	icon_skills.tumbling_tex	Affirmative Evasive Roll	icon_crest.e_crestactivecooltimereset_tex	Reduces RE cost by 100.
21068	Defensive Stance	icon_skills.ironwillb_tex	Grounded Defensive Stance	icon_crest.e_crestpassiveskilleffectup_tex	Increases Endurance by 10%.
21069	Combative Strike	icon_skills.aggravatingstrike_tex	Sanative Combative Strike	icon_crest.e_crestpassivehpdown_tex	Decreases HP consumption by 50%.
21070	Combo Attack	icon_skills.comboattack_tex	Spirited Combo Attack	icon_crest.e_crestpassivemprecoveryup_tex	Increases MP replenishment by 35%.
21071	Smoke Aggressor	icon_skills.decoy_tex	Energetic Smoke Aggressor	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 25%.
21072	Combative Strike	icon_skills.aggravatingstrike_tex	Powerlinked Combative Strike	icon_crest.e_crestnextskillattackup_tex	Increases skill damage of Leaping Strike by 45% for a few seconds.
21073	Charging Slash	icon_skills.rushingslash_tex	Powerlinked Charging Slash	icon_crest.e_crestnextskillattackup_tex	Increases skill damage of Combative Strike by 50% for a few seconds.
21074	Death From Above	icon_skills.evasionattack_tex	Grounded Death From Above	icon_crest.e_crestactivedefenceup_tex	Increases Endurance by 25 for 8 seconds.
21075	Backstab	icon_skills.backattack_tex	Advantageous Backstab	icon_crest.e_crestactiveattackspeedup_tex	Increases Edge generation by 0%.
21076	Cascade of Stuns	icon_skills.hardslash_tex	Empowered Cascade of Stuns	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
21077	Cascade of Stuns	icon_skills.hardslash_tex	Lingering Cascade of Stuns	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 25%.
21078	Staggering Counter	icon_skills.reversalturningattack_tex	Powerlinked Staggering Counter	icon_crest.e_crestnextskillattackup_tex	Increases skill damage of Cascade of Stuns by 10% for a few seconds.
21079	Scythe	icon_skills.raker_tex	Carving Scythe	icon_crest.e_crestpassivecriticalup_tex	Doubles the chance to crit.
21080	Scythe	icon_skills.raker_tex	Empowered Scythe	icon_crest.e_crestpassiveattackup_tex	Increases Edge damage by 25%.
21081	Backstab	icon_skills.backattack_tex	Lingering Backstab	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 50%.
21082	Pounce	icon_skills.heavybite_tex	Hastened Pounce	icon_crest.e_crestactiveattackspeedup_tex	Speeds casting by 30%.
21083	Poison Blade	icon_skills.poisonblowattack_tex	Cumulative Poison Blade	icon_crest.e_crestactiveattackspeedup_tex	Poison Blade's damage stacks up to 2 times.
21084	Blade Draw	icon_skills.dualslash_tex	Advantageous Blade Draw	icon_crest.e_crestactiveattackspeedup_tex	Increases Edge generation by 0% per hit.
21085	Reaping Slash	icon_skills.rupture_tex	Empowered Reaping Slash	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
21086	Cross Parry	icon_skills.twinswordsdefence_tex	Pumped Cross Parry	icon_crest.e_crestactiveattackup_tex	30% chance to increase Power by 15% for 10 seconds on a successful block.
21087	Smoke Flanker	icon_skills.shadowchange_tex	Threatening Smoke Flanker	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 20%.
21088	Binding Sword	icon_skills.bindingblade_tex	Empowered Binding Sword	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 20%.
21089	Binding Sword	icon_skills.bindingblade_tex	Empowered Binding Sword	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 20%.
21090	Binding Sword	icon_skills.bindingblade_tex	Energetic Binding Sword	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
21091	Deadly Gamble	icon_skills.deadlywill_tex	Lingering Deadly Gamble	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 20%.
21092	Binding Sword	icon_skills.bindingblade_tex	Energetic Binding Sword	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
21093	Infuriate	icon_skills.provokerage_tex	Slowing Infuriate	icon_crest.e_crestpassivespeeddown_tex	Decreases opponent's Movement Speed by 50% for 5 seconds.
21094	Infuriate	icon_skills.provokerage_tex	Energetic Infuriate	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
21095	Evasive Roll	icon_skills.tumbling_tex	Swift Evasive Roll	icon_crest.e_crestactiveattackspeedup_tex	40% chance to increase attack speed by 15% for 10 seconds.
21096	Torrent of Blows	icon_skills.nanmu_tex	Threatening Torrent of Blows	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 40%.
21097	Vortex Slash	icon_skills.allroundslash_tex	Empowered Vortex Slash	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
21098	Cascade of Stuns	icon_skills.hardslash_tex	Powerlinked Cascade of Stuns	icon_crest.e_crestnextskillattackup_tex	Increases skill damage of Rain of Blows by 20% for a few seconds.
21099	Rising Fury	icon_skills.tenaciousattack_tex	Numbing Rising Fury	icon_crest.e_crestactiveattackspeeddown_tex	20% chance to decrease an opponent's Attack Speed by 15% for 7 seconds.
21100	Backstab	icon_skills.backattack_tex	Energetic Backstab	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 25%.
21101	Evasive Roll	icon_skills.tumbling_tex	Affirmative Evasive Roll	icon_crest.e_crestactivecooltimereset_tex	Reduces RE cost by 120.
21102	Defensive Stance	icon_skills.ironwillb_tex	Grounded Defensive Stance	icon_crest.e_crestpassiveskilleffectup_tex	Increases Endurance by 10%.
21103	Charging Slash	icon_skills.rushingslash_tex	Powerlinked Charging Slash	icon_crest.e_crestnextskillattackup_tex	Increases skill damage of Combative Strike by 50% for a few seconds. 
21104	Scythe	icon_skills.raker_tex	Carving Scythe	icon_crest.e_crestpassivecriticalup_tex	Doubles the chance to crit.
21105	Scythe	icon_skills.raker_tex	Empowered Scythe	icon_crest.e_crestpassiveattackup_tex	Increases Edge damage by 30%.
21106	Deadly Gamble 	icon_skills.deadlywill_tex	Lingering Deadly Gamble	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 20%.
21107	Blade Draw	icon_skills.dualslash_tex	Carving Blade Draw	icon_crest.e_crestpassivecriticalup_tex	Doubles the chance to crit when attacking monsters.
22000	Stand Fast	icon_skills.defence_tex	Pumped Stand Fast	icon_crest.e_crestactiveattackup_tex	30% chance to increase Power by 15% for 10 seconds on a successful block.
22001	Stand Fast	icon_skills.defence_tex	Powerlinked Stand Fast	icon_crest.e_crestnextskillattackup_tex	Increases skill damage of Shield Counter by 25% for a few seconds.
22002	Stand Fast	icon_skills.defence_tex	Influential Stand Fast	icon_crest.e_crestnextskillmpdown_tex	Reduces MP cost of Shield Counter by 115 for a few seconds.
22003	Combo Attack	icon_skills.comboattack_tex	Threatening Combo Attack	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 5%.
22004	Challenging Shout	icon_skills.roar_tex	Threatening Challenging Shout	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 20%.
22005	Challenging Shout	icon_skills.roar_tex	Brilliant Challenging Shout	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 60.
22006	Infuriate	icon_skills.provokerage_tex	Slowing Infuriate	icon_crest.e_crestpassivespeeddown_tex	Decreases opponent's Movement Speed by 50% for 5 seconds.
22007	Onslaught	icon_skills.screwthrough_tex	Empowered Onslaught	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
22008	Shield Counter	icon_skills.riposte_tex	Test	icon_skills.voidtrap_tex	No Effect
22009	Shield Bash	icon_skills.shieldstrike_tex	Lingering Shield Bash	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 25%.
22010	Guardian Shout	icon_skills.inspiringroar_tex	Brilliant Guardian Shout	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 200.
22012	Retaliate	icon_skills.risingattack_tex	Empowered Retaliate	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
22013	Shield Barrage	icon_skills.shieldattack_tex	Brilliant Shield Barrage	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 19.
22015	Combo Attack	icon_skills.comboattack_tex	Spirited Combo Attack	icon_crest.e_crestpassivemprecoveryup_tex	Increases MP replenishment by 20%.
22016	Debilitate	icon_skills.armorbreak_tex	Impelling Debilitate	icon_crest.e_crestactivempzero_tex	35% chance to eliminate MP cost.
22017	Leash	icon_skills.hookthrow_tex	Energetic Leash	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22018	Infuriate	icon_skills.provokerage_tex	Energetic Infuriate	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22019	Shield Bash	icon_skills.shieldstrike_tex	Energetic Shield Bash	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 25%.
22020	Charging Lunge	icon_skills.advancingcharge_tex	Empowered Charging Lunge	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
22021	Second Wind	icon_skills.rejuvenation_tex	Energetic Second Wind	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 25%.
22022	Adrenaline Rush	icon_skills.fightingwill_tex	Swift Adrenaline Rush	icon_crest.e_crestpassiveskilleffectup_tex	Increases Attack Speed by an additional 10%.
22023	Spring Attack	icon_skills.leaprampage_tex	Brilliant Spring Attack	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 75.
22024	Retaliate	icon_skills.risingattack_tex	Energetic Retaliate	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22025	Menacing Wave	icon_skills.menacewave_tex	Brilliant Menacing Wave	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 60.
22026	Iron Will	icon_skills.armoredwill_tex	Lingering Iron Will	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 50%.
22027	Master's Leash	icon_skills.chaincapture_tex	Persistent Master's Leash	icon_crest.e_crestactivecooltimereset_tex	30% chance to eliminate cooldown.
22028	Lockdown Blow	icon_skills.shockblow_tex	Empowered Lockdown Blow	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 20%.
22029	Pledge of Protection	icon_skills.vowofprotection_tex	Energetic Pledge of Protection	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22030	Spring Attack	icon_skills.leaprampage_tex	Empowered Spring Attack	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
22031	Challenging Shout	icon_skills.roar_tex	Test	icon_skills.voidtrap_tex	No Effect
22032	Onslaught	icon_skills.screwthrough_tex	Brilliant Onslaught	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 100.
22033	Shield Counter	icon_skills.riposte_tex	Threatening Shield Counter	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 100%.
22034	Debilitate	icon_skills.armorbreak_tex	Lingering Debilitate	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 100%.
22035	Shield Bash	icon_skills.shieldstrike_tex	Blazing Shield Bash	icon_crest.e_crestnextskillattackspeedup_tex	Speeds casting of Onslaught by 25% for a few seconds.
22036	Pledge of Protection	icon_skills.vowofprotection_tex	Restorative Pledge of Protection	icon_crest.e_crestactivehprecoveryup_tex	Increases amount of caster's HP recovery by 20% for 20 seconds.
22037	Guardian Shout	icon_skills.inspiringroar_tex	Energetic Guardian Shout	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 25%.
22038	Menacing Wave	icon_skills.menacewave_tex	Lingering Menacing Wave	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 50%.
22039	Charging Lunge	icon_skills.advancingcharge_tex	Energetic Charging Lunge	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22040	Charging Lunge	icon_skills.advancingcharge_tex	Fleetfooted Charging Lunge	icon_crest.e_crestactivespeedup_tex	Increases Combat Movement Speed by 10 for 7 seconds.
22041	Iron Will	icon_skills.armoredwill_tex	Warding Iron Will	icon_crest.e_crestpassiveskilleffectup_tex	Increases damage absorption by 25%.
22042	Lockdown Blow	icon_skills.shockblow_tex	Slowing Lockdown Blow	icon_crest.e_crestpassiveskilleffectup_tex	Decreases opponent's Movement Speed by an additional 30%.
22043	Leash	icon_skills.hookthrow_tex	Longshot Leash	icon_crest.e_crestpassiverangeup_tex	Increases range by 3 meters.
22044	Leash	icon_skills.hookthrow_tex	Slowing Leash	icon_crest.e_crestpassivespeeddown_tex	Decreases opponent's Movement Speed by 50% for 4 seconds.
22045	Shield Bash	icon_skills.shieldstrike_tex	Lingering Shield Bash	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 25%.
22046	Shield Bash	icon_skills.shieldstrike_tex	Energetic Shield Bash	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 25%.
22047	Leash	icon_skills.hookthrow_tex	Energetic Leash	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22048	Combo Attack	icon_skills.comboattack_tex	Threatening Combo Attack	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 5%.
22049	Challenging Shout	icon_skills.roar_tex	Brilliant Challenging Shout	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 60.
22050	Lockdown Blow	icon_skills.shockblow_tex	Slowing Lockdown Blow	icon_crest.e_crestpassiveskilleffectup_tex	Decreases opponent's Movement Speed by an additional 30%.
22051	Onslaught	icon_skills.screwthrough_tex	Brilliant Onslaught	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 150.
22052	Guardian Shout	icon_skills.inspiringroar_tex	Energetic Guardian Shout	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 35%.
22053	Infuriate	icon_skills.provokerage_tex	Slowing Infuriate	icon_crest.e_crestpassivespeeddown_tex	Decreases opponent's speed by 50% for 5 seconds.
22054	Leash	icon_skills.hookthrow_tex	Numbing Leash	icon_crest.e_crestpassivetargetspeeddown_tex	Decreases opponent's Attack Speed by 40% for 4 seconds.
22055	Leash	icon_skills.hookthrow_tex	Threatening Leash	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 30%.
22056	Challenging Shout	icon_skills.roar_tex	Hastened Challenging Shout	icon_crest.e_crestpassiveskillspeedup_tex	Speeds casting by 25%.
22057	Challenging Shout	icon_skills.roar_tex	Grounded Challenging Shout	icon_crest.e_crestactivedefenceup_tex	Increases Endurance by 21 upon successful hit.
22058	Onslaught	icon_skills.screwthrough_tex	Carving Onslaught	icon_crest.e_crestpassivecriticalup_tex	Doubles the chance to crit.
22059	Lockdown Blow	icon_skills.shockblow_tex	Threatening Lockdown Blow	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 50%.
22060	Chained Leash	icon_skills.harpoonshot_tex	Energetic Chained Leash	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22061	Chained Leash	icon_skills.harpoonshot_tex	Lingering Chained Leash	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 50%.
22062	Combo Attack	icon_skills.comboattack_tex	Spirited Combo Attack	icon_crest.e_crestpassivemprecoveryup_tex	Increases MP replenishment by 20%.
22063	Shield Counter	icon_skills.riposte_tex	Threatening Shield Counter	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 100%.
22064	Shield Barrage	icon_skills.shieldattack_tex	Threatening Shield Barrage	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 200%.
22065	Spring Attack	icon_skills.leaprampage_tex	Numbing Spring Attack	icon_crest.e_crestactiveattackspeeddown_tex	30% chance to decrease opponent's Attack Speed by 30% for 7 seconds.
22066	Wallop	icon_skills.overhelm_tex	Empowered Wallop	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
22067	Backstep	icon_skills.backstep_tex	Affirmative Backstep	icon_crest.e_crestactivecooltimereset_tex	Reduces RE cost by 100.
22068	Challenging Shout	icon_skills.roar_tex	Ardent Challenging Shout	icon_crest.e_creststrecover_tex	Increases RE generation by 30%.
22069	Shield Counter	icon_skills.riposte_tex	Ardent Shield Counter	icon_crest.e_creststrecover_tex	Increases RE generation by 50%.
22070	Second Wind	icon_skills.rejuvenation_tex	Ardent Second Wind	icon_crest.e_creststrecover_tex	Increases RE generation by 20%.
22071	Stand Fast 	icon_skills.defence_tex	Reinforced Stand Fast	icon_crest.e_creststrecover_tex	Increases maximum RE by 49900%.
22072	Front Defense		Energetic Rallying Cry	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22073	Front Defense		Lingering Rallying Cry	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 30%.
22074	Front Defense		Brilliant Rallying Cry	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 150.
22075	Front Defense		Threatening Rallying Cry	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 100%.
22076	Front Defense		Threatening Rallying Cry	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 100%.
22077	Front Defense		Lingering Rallying Cry	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 30%.
22078	Front Defense		Energetic Rallying Cry	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22079	Challenging Shout	icon_skills.roar_tex	Threatening Challenging Shout	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 40%.
22080	Onslaught	icon_skills.screwthrough_tex	Empowered Onslaught	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 30%.
22081	Spring Attack	icon_skills.leaprampage_tex	Empowered Spring Attack	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 30%.
22082	Debilitate	icon_skills.armorbreak_tex	Lingering Debilitate	icon_crest.e_crestpassivedurationup_tex	Increases effect duration by 100%.
22083	Charging Lunge	icon_skills.advancingcharge_tex	Energetic Charging Lunge	icon_crest.e_crestpassivecooltimedown_tex	Decreases cooldown by 20%.
22084	Challenging Shout	icon_skills.roar_tex	Brilliant Challenging Shout	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 80.
22085	Challenging Shout	icon_skills.roar_tex	Hastened Challenging Shout	icon_crest.e_crestpassiveskillspeedup_tex	Speeds casting by 25%.
22086	Shield Counter	icon_skills.riposte_tex	Threatening Shield Counter	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 120%.
22087	Shield Barrage 	icon_skills.shieldattack_tex	Threatening Shield Barrage	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 200%.
22088	Wallop 	icon_skills.overhelm_tex	Empowered Wallop	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
22089	Backstep	icon_skills.backstep_tex	Affirmative Backstep	icon_crest.e_crestactivecooltimereset_tex	Reduces RE cost by 100.
22090	Rallying Cry	icon_skills.holdtheline_tex	Threatening Rallying Cry	icon_crest.e_crestpassiveaggroup_tex	Increases aggro by 120%.
23000	Evasive Roll	icon_skills.tumbling_tex	Fleetfooted Evasive Roll	icon_crest.e_crestactivespeedup_tex	30% chance to increase Combat Movement Speed by 15% for 10 seconds.
23001	Combo Attack	icon_skills.comboattack_tex	Swift Combo Attack	icon_crest.e_crestactiveattackspeedup_tex	10% chance to increase Attack Speed 15% for 10 seconds.
23002	Combo Attack	icon_skills.comboattack_tex	Empowered Combo Attack	icon_crest.e_crestpassiveattackup_tex	Increases skill damage by 25%.
23003	Overpower	icon_skills.gatheringstrength_tex	Brilliant Overpower	icon_crest.e_crestpassivempdown_tex	Reduces MP cost by 33.
