21100	Удар в спину	220100	icon_skills.backattack_tex	Символ концентрации	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 25%.
21101	Уклонение	20100	icon_skills.tumbling_tex	Символ концентрации	icon_crest.e_crestactivecooltimereset_tex	Снижает расход решимости на 120 единиц.
21102	Защитная стойка	90100	icon_skills.ironwillb_tex	Символ решимости	icon_crest.e_crestpassiveskilleffectup_tex	Увеличивает выносливость на 10%.
21103	Разъяряющий порез	160100	icon_skills.rushingslash_tex	Символ сцепления	icon_crest.e_crestnextskillattackup_tex	Повышает урон умения "Удар воина" на 50% на несколько секунд.
21104	Коса	300100	icon_skills.raker_tex	Символ остроты	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность нанесения критического удара.
21105	Коса	300100	icon_skills.raker_tex	Символ воли	icon_crest.e_crestpassiveattackup_tex	Повышает дополнительный урон от преимущества воина на 30%.
21106	Смертельная игра	200100	icon_skills.deadlywill_tex	Символ времени	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 20%.
21107	Рваная рана	290100	icon_skills.dualslash_tex	Режущая рваная рана	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность нанесения критического удара против монстров.
22000	Незыблемость	20100	icon_skills.defence_tex	Пульсирующая незыблемость	icon_crest.e_crestactiveattackup_tex	30% вероятность при успешном блоке на 10 секунд повысить силу на 15%.
22001	Незыблемость	20100	icon_skills.defence_tex	Лихая незыблемость	icon_crest.e_crestnextskillattackup_tex	На 25% увеличивает урон умения "Контрудар" в течение нескольких секунд.
22002	Незыблемость	20100	icon_skills.defence_tex	Весомая незыблемость	icon_crest.e_crestnextskillmpdown_tex	На 115 MP снижает стоимость умения "Контрудар" в течение нескольких секунд.
22003	Комбо-атака	10100	icon_skills.comboattack_tex	Угрожающая комбо-атака	icon_crest.e_crestpassiveaggroup_tex	Дает 5% дополнительной агрессии.
22004	Агрессивный крик	40100	icon_skills.roar_tex	Угрожающий агрессивный крик	icon_crest.e_crestpassiveaggroup_tex	+20% дополнительной агрессии.
22005	Агрессивный крик	40100	icon_skills.roar_tex	Блистательный агрессивный крик	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 60.
22006	Вспышка гнева	350100	icon_skills.provokerage_tex	Замедляющая вспышка гнева	icon_crest.e_crestpassivespeeddown_tex	На 5 секунд снижает скорость перемещения противника на 50%.
22007	Натиск	30100	icon_skills.screwthrough_tex	Усиленный натиск	icon_crest.e_crestpassiveattackup_tex	+25% к наносимому умением урону.
22008	Контрудар	300100	icon_skills.determinationofadvance_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
22009	Удар щитом	50100	icon_skills.shieldstrike_tex	Гулкий удар щитом	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 25%.
22010	Клич стража	70100	icon_skills.inspiringroar_tex	Блистательный клич стража	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 200.
22012	Ответный удар	130100	icon_skills.risingattack_tex	Усиленный ответный удар	icon_crest.e_crestpassiveattackup_tex	+25% к наносимому умением урону.
22013	Штурм	80100	icon_skills.ironwilla_tex	Блистательный штурм	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 19.
22015	Комбо-атака	10100	icon_skills.comboattack_tex	Энергичная комбо-атака	icon_crest.e_crestpassivemprecoveryup_tex	При поражении цели увеличивает количество восстанавливаемых МР на 20%.
22016	Изнурение	100100	icon_skills.armorbreak_tex	Подгоняемое изнурение	icon_crest.e_crestactivempzero_tex	С вероятностью 35% позволяет использовать умение без затрат МР.
22017	Гарпун	90100	icon_skills.hookthrow_tex	Стремительный гарпун	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22018	Вспышка гнева	350100	icon_skills.provokerage_tex	Стремительная вспышка гнева	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22019	Удар щитом	50100	icon_skills.shieldstrike_tex	Стремительный удар щитом	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 25%.
22020	Молниеносный бросок	150100	icon_skills.advancingcharge_tex	Усиленный молниеносный бросок	icon_crest.e_crestpassiveattackup_tex	+25% к наносимому умением урону.
22021	Второе дыхание	160100	icon_skills.rejuvenation_tex	Стремительное второе дыхание	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 25%.
22022	Выброс адреналина	170100	icon_skills.fightingwill_tex	Быстрый выброс адреналина	icon_crest.e_crestpassiveskilleffectup_tex	+10% к скорости атаки.
22023	Атака с выпадом	130100	icon_skills.leaprampage_tex	Блистательная атака с выпадом	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 75.
22024	Ответный удар	130100	icon_skills.risingattack_tex	Стремительный ответный удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22025	Грозный вал	200100	icon_skills.menacewave_tex	Блистательный грозный вал	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 60.
22026	Железная воля	220100	icon_skills.armoredwill_tex	Задерживающая железная воля	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
22027	Гарпун мастера	230100	icon_skills.chaincapture_tex	Неутомимый гарпун мастера	icon_crest.e_crestactivecooltimereset_tex	30% вероятность сбросить время перезарядки умения.
22028	Калечащий удар	210100	icon_skills.shockblow_tex	Усиленный калечащий удар	icon_crest.e_crestpassiveattackup_tex	+20% к наносимому умением урону.
22029	Клятва защиты	190100	icon_skills.vowofprotection_tex	Стремительная клятва защиты	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22030	Атака с выпадом	130100	icon_skills.leaprampage_tex	Усиленная атака с выпадом	icon_crest.e_crestpassiveattackup_tex	+25% к наносимому умением урону.
22031	Агрессивный крик	40100	icon_skills.roar_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
22032	Натиск	30100	icon_skills.screwthrough_tex	Блистательный натиск	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 100.
22033	Контрудар	300100	icon_skills.determinationofadvance_tex	Угрожающий контрудар	icon_crest.e_crestpassiveaggroup_tex	+100% дополнительной агрессии.
22034	Изнурение	100100	icon_skills.armorbreak_tex	Задерживающее изнурение	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 100%.
22035	Удар щитом	50100	icon_skills.shieldstrike_tex	Полыхающий удар щитом	icon_crest.e_crestnextskillattackspeedup_tex	Увеличивает скорость зарядки умения "Натиск" на 25% в течение нескольких секунд.
22036	Клятва защиты	190100	icon_skills.vowofprotection_tex	Восстанавливающая клятва защиты	icon_crest.e_crestactivehprecoveryup_tex	На 20 секунд повышает эффективность восстановления HP на 20%.
22037	Клич стража	70100	icon_skills.inspiringroar_tex	Стремительный клич стража	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 25%.
22038	Грозный вал	200100	icon_skills.menacewave_tex	Задерживающий грозный вал	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
22039	Молниеносный бросок	150100	icon_skills.advancingcharge_tex	Стремительный молниеносный бросок	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22040	Молниеносный бросок	150100	icon_skills.advancingcharge_tex	Проворный молниеносный бросок	icon_crest.e_crestactivespeedup_tex	На 7 секунд увеличивает скорость перемещения в бою на 10.
22041	Железная воля	220100	icon_skills.armoredwill_tex	Парирующая железная воля	icon_crest.e_crestpassiveskilleffectup_tex	Увеличивает поглощение урона на 25%.
22042	Калечащий удар	210100	icon_skills.shockblow_tex	Замедляющий калечащий удар	icon_crest.e_crestpassiveskilleffectup_tex	Снижает скорость перемещения противника на 30%.
22043	Гарпун	90100	icon_skills.hookthrow_tex	Дальнобойный гарпун	icon_crest.e_crestpassiverangeup_tex	Увеличивает дальность на 3 метра.
22044	Гарпун	90100	icon_skills.hookthrow_tex	Замедляющий гарпун	icon_crest.e_crestpassivespeeddown_tex	На 4 секунды снижает скорость перемещения противника на 50%.
22045	Удар щитом	50100	icon_skills.shieldstrike_tex	Гулкий удар щитом	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 25%.
22046	Удар щитом	50100	icon_skills.shieldstrike_tex	Стремительный удар щитом	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 25%.
22047	Гарпун	90100	icon_skills.hookthrow_tex	Стремительный гарпун	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22048	Комбо-атака	10100	icon_skills.comboattack_tex	Угрожающая комбо-атака	icon_crest.e_crestpassiveaggroup_tex	Дает 5% дополнительной агрессии.
22049	Агрессивный крик	40100	icon_skills.roar_tex	Блистательный агрессивный крик	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 60.
22050	Калечащий удар	210100	icon_skills.shockblow_tex	Замедляющий калечащий удар	icon_crest.e_crestpassiveskilleffectup_tex	Снижает скорость перемещения противника на 30%.
22051	Натиск	30100	icon_skills.screwthrough_tex	Блистательный натиск	icon_crest.e_crestpassivempdown_tex	Снижает потребление MP на 150.
22052	Клич стража	70100	icon_skills.inspiringroar_tex	Стремительный клич стража	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 35%.
22053	Вспышка гнева	350100	icon_skills.provokerage_tex	Замедляющая вспышка гнева	icon_crest.e_crestpassivespeeddown_tex	На 5 секунд снижает скорость перемещения противника на 50%.
22054	Гарпун	90100	icon_skills.hookthrow_tex	Ошеломляющий гарпун	icon_crest.e_crestpassivetargetspeeddown_tex	-40% к скорости атаки противника на 4 секунды.
22055	Гарпун	90100	icon_skills.hookthrow_tex	Угрожающий гарпун	icon_crest.e_crestpassiveaggroup_tex	Дает 30% дополнительной агрессии.
22056	Агрессивный крик	40100	icon_skills.roar_tex	Ускоренный агрессивный крик	icon_crest.e_crestpassiveskillspeedup_tex	Увеличивает скорость использования умения на 25%.
22057	Агрессивный крик	40100	icon_skills.roar_tex	Несокрушимый агрессивный крик	icon_crest.e_crestactivedefenceup_tex	+21 к выносливости после успешного попадания.
22058	Натиск	30100	icon_skills.screwthrough_tex	Режущий натиск	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность нанесения критического удара.
22059	Калечащий удар	210100	icon_skills.shockblow_tex	Угрожающий калечащий удар	icon_crest.e_crestpassiveaggroup_tex	Дает 50% дополнительной агрессии.
22060	Идеальный гарпун	240100	icon_skills.harpoonshot_tex	Стремительный идеальный гарпун	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22061	Идеальный гарпун	240100	icon_skills.harpoonshot_tex	Задерживающий идеальный гарпун	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
22062	Комбо-атака	10100	icon_skills.comboattack_tex	Энергичная комбо-атака	icon_crest.e_crestpassivemprecoveryup_tex	При поражении цели увеличивает количество восстанавливаемых МР на 20%.
22063	Контрудар	300100	icon_skills.determinationofadvance_tex	Угрожающий контрудар	icon_crest.e_crestpassiveaggroup_tex	+100% дополнительной агрессии.
22064	Штурм	80100	icon_skills.ironwilla_tex	Угрожающий штурм	icon_crest.e_crestpassiveaggroup_tex	+200% дополнительной агрессии.
22065	Атака с выпадом	130100	icon_skills.leaprampage_tex	Ошеломляющая атака с выпадом	icon_crest.e_crestactiveattackspeeddown_tex	30% вероятность на 7 секунд понизить скорость атаки противника на 30%.
22066	Буйство силы	250100	icon_skills.overhelm_tex	Усиленное буйство силы	icon_crest.e_crestpassiveattackup_tex	+25% к наносимому умением урону.
22067	Отступление	260100	icon_skills.backstep_tex	Стремительное отступление	icon_crest.e_crestactivecooltimereset_tex	Уменьшает затраты решительности на 100 единиц.
22068	Агрессивный крик	40100	icon_skills.roar_tex	Мощный агрессивный крик	icon_crest.e_creststrecover_tex	Увеличивает количество восстанавливаемой решимости на 30%.
22069	Контрудар	300100	icon_skills.determinationofadvance_tex	Мощный контрудар	icon_crest.e_creststrecover_tex	Увеличивает количество восстанавливаемой решимости на 50%.
22070	Второе дыхание	160100	icon_skills.rejuvenation_tex	Мощное второе дыхание	icon_crest.e_creststrecover_tex	Восстанавливает на 20% больше решимости.
22071	Незыблемость 	20100	icon_skills.defence_tex	Дюжая незыблемость	icon_crest.e_creststrecover_tex	Увеличивает максимальную решимость на 49900%.
22072	Фронтальная защита	270100	icon_skills.holdtheline_tex	Стремительный сзывающий клич	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки умения на 20%.
22073	Фронтальная защита	270100	icon_skills.holdtheline_tex	Задерживающий сзывающий клич	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 30%.
22074	Фронтальная защита	270100	icon_skills.holdtheline_tex	Блистательный сзывающий клич	icon_crest.e_crestpassivempdown_tex	Снижает потребление МР на 150.
