21065	회피 공격	Icon_Skills.evasionattack_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 30% 감소
21066	몰아치기	Icon_Skills.pointattack_Tex	근성의 문장	Icon_Crest.E_crestpassivehpheal_Tex	타격 성공 시 마다 전체 HP 기준 0.5%의 HP 즉시 회복
21067	긴급 회피	Icon_Skills.tumbling_Tex	집중의 문장	Icon_Crest.E_crestactivecooltimereset_Tex	소모 ST 100 감소
21068	강철의 결의	Icon_Skills.ironwillB_Tex	결의의 문장	Icon_Crest.E_crestpassiveskilleffectup_Tex	맷집 증가 효과 10% 향상
21069	투지의 일격	Icon_Skills.aggravatingstrike_Tex	근성의 문장	Icon_Crest.E_crestpassivehpdown_Tex	소모 HP 50% 감소
21070	연속 공격	Icon_Skills.comboattack_Tex	정신의 문장	Icon_Crest.E_crestpassivemprecoveryup_Tex	적중 시 MP 회복량 35% 증가
21071	그림자 분신	Icon_Skills.decoy_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 25% 감소
21072	투지의 일격	Icon_Skills.aggravatingstrike_Tex	연계 투지의 문장 [내려찍기]	Icon_Crest.E_crestnextskillattackup_Tex	연계 스킬로 내려찍기 사용 시 스킬 위력 45% 증가
21073	돌진 베기	Icon_Skills.rushingslash_Tex	연계 투지의 문장 [투지의 일격]	Icon_Crest.E_crestnextskillattackup_Tex	연계 스킬로 투지의 일격 사용 시 스킬 위력 50% 증가
21074	회피공격		보호의 문장	Icon_Crest.E_crestactivedefenceup_Tex	8초 동안 맷집 25 증가 효과 발생
21075	뒤잡기	Icon_Skills.backattack_Tex	인내의 문장	Icon_Crest.E_crestactiveattackspeedup_Tex	스택 0% 증가
21076	강격베기		투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
21077	강격베기		시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 25% 향상
21078	반격 뒤돌리기	Icon_Skills.reversalturningattack_Tex	연계 투지의 문장 [강격 베기]	Icon_Crest.E_crestnextskillattackup_Tex	연계 스킬로 강격 베기 사용 시 스킬 위력 10% 증가
21079	질풍 가르기	Icon_Skills.Raker_Tex	필살의 문장	Icon_Crest.E_crestpassivecriticalup_Tex	치명타 발생 확률 2배 증가
21080	질풍 가르기	Icon_Skills.Raker_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스택 폭발에 의해 증가하는 데미지 25% 증가
21081	뒤잡기	Icon_Skills.backattack_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 50% 향상
21082	물어뜯기		신속의 문장	Icon_Crest.E_crestactiveattackspeedup_Tex	공격 속도 30% 증가
21083	맹독의 일격	Icon_Skills.poisonblowattack_Tex	결의의 문장	Icon_Crest.E_crestactiveattackspeedup_Tex	맹독의 일격 이상상태 최대 중첩 2회 가능
21084	가르기	Icon_Skills.dualslash_Tex	인내의 문장	Icon_Crest.E_crestactiveattackspeedup_Tex	스택 0% 증가
21085	파열	Icon_Skills.Rupture_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
21086	쌍검 방어	Icon_Skills.TwinSwordsDefence_Tex	근력의 문장	Icon_Crest.E_crestactiveattackup_Tex	방어 성공 시 30% 확률로 10초 동안 힘 15% 증가 효과 발생
21087	그림자 바꾸기	Icon_Skills.Shadowchange_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 20% 추가 획득
21088	속박의 검	Icon_Skills.BindingBlade_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 20% 증가
21089	속박의 검	Icon_Skills.BindingBlade_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 20% 증가
21090	속박의 검	Icon_Skills.BindingBlade_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
21091	필살의 의지	Icon_Skills.deadlywill_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 20% 향상
21092	속박의 검	Icon_Skills.BindingBlade_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
21093	분노 유발	Icon_Skills.provokerage_Tex	나태의 문장	Icon_Crest.E_crestpassivespeeddown_Tex	5초 동안 이동 속도 50% 감소 효과 추가 발생
21094	분노 유발	Icon_Skills.provokerage_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
21095	긴급 회피	Icon_Skills.tumbling_Tex	신속의 문장	Icon_Crest.E_crestactiveattackspeedup_Tex	40% 확률로 10초 동안 공격 속도 15% 증가 효과 발생
21096	도발 난무	Icon_Skills.nanmu_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 40% 추가 획득
21097	회오리 베기	Icon_Skills.allroundslash_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
21098	강격 베기	Icon_Skills.hardslash_Tex	연계 투지의 문장 [몰아치기]	Icon_Crest.E_crestnextskillattackup_Tex	연계 스킬로 몰아치기 사용 시 스킬 위력 20% 증가
21099	근성 연타	Icon_Skills.tenaciousattack_Tex	감속의 문장	Icon_Crest.E_crestactiveattackspeeddown_Tex	20% 확률로 7초 동안 공격 속도 15% 감소 효과 발생
21100	뒤잡기	Icon_Skills.backattack_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 25% 감소
21101	긴급 회피	Icon_Skills.tumbling_Tex	집중의 문장	Icon_Crest.E_crestactivecooltimereset_Tex	소모 ST 120 감소
21102	강철의 결의	Icon_Skills.ironwillB_Tex	결의의 문장	Icon_Crest.E_crestpassiveskilleffectup_Tex	맷집 증가 효과 10% 향상
21103	돌진 베기	Icon_Skills.rushingslash_Tex	연계 투지의 문장 [투지의 일격]	Icon_Crest.E_crestnextskillattackup_Tex	연계 스킬로 투지의 일격 사용 시 스킬 위력 50% 증가
21104	질풍 가르기	Icon_Skills.Raker_Tex	필살의 문장	Icon_Crest.E_crestpassivecriticalup_Tex	치명타 발생 확률 2배 증가
21105	질풍 가르기	Icon_Skills.Raker_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스택 폭발에 의해 증가하는 데미지 30% 증가
21106	필살의 의지	Icon_Skills.deadlywill_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 20% 향상
21107	무쌍 난무_가르기		필살의 문장	Icon_Crest.E_crestpassivecriticalup_Tex	몬스터 공격 시 치명타 발생 확률 2배 증가
22000	방패 방어	Icon_Skills.defence_Tex	근력의 문장	Icon_Crest.E_crestactiveattackup_Tex	방어 성공 시 30% 확률로 10초 동안 힘 15% 증가 효과 발생
22001	방패 방어	Icon_Skills.defence_Tex	연계 투지의 문장 [반격 찌르기]	Icon_Crest.E_crestnextskillattackup_Tex	연계 스킬로 반격 찌르기 사용 시 스킬 위력 25% 증가
22002	방패 방어	Icon_Skills.defence_Tex	연계 정신의 문장 [반격 찌르기]	Icon_Crest.E_crestnextskillmpdown_Tex	연계 스킬로 반격 찌르기 사용 시 소모 MP 115 감소
22003	연속 공격	Icon_Skills.comboattack_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 5% 추가 획득
22004	도발의 포효	Icon_Skills.roar_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 20% 추가 획득
22005	도발의 포효	Icon_Skills.roar_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 60 감소
22006	분노 유발	Icon_Skills.provokerage_Tex	나태의 문장	Icon_Crest.E_crestpassivespeeddown_Tex	5초 동안 이동 속도 50% 감소 효과 추가 발생
22007	맹렬한 돌진	Icon_Skills.screwthrough_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
22008	반격 찌르기	Icon_Skills.riposte_Tex	테스트	Icon_Skills.voidtrap_Tex	효과 없음
22009	방패 치기	Icon_Skills.shieldstrike_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 25% 향상
22010	신뢰의 오라	Icon_Skills.inspiringroar_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 200 감소
22012	기상 공격	Icon_Skills.risingattack_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
22013	방패 연타	Icon_Skills.shieldattack_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 19 감소
22015	연속 공격	Icon_Skills.comboattack_Tex	정신의 문장	Icon_Crest.E_crestpassivemprecoveryup_Tex	적중 시 MP 회복량 20% 증가
22016	방어구 부수기	Icon_Skills.armorbreak_Tex	정신의 문장	Icon_Crest.E_crestactivempzero_Tex	35% 확률로 MP 소모 없이 스킬 발동
22017	포획	Icon_Skills.hookthrow_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22018	분노 유발	Icon_Skills.provokerage_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22019	방패 치기	Icon_Skills.shieldstrike_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 25% 감소
22020	진격 찌르기	Icon_Skills.advancingcharge_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
22021	회생의 의지	Icon_Skills.rejuvenation_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 25% 감소
22022	전투의 의지	Icon_Skills.fightingwill_Tex	결의의 문장	Icon_Crest.E_crestpassiveskilleffectup_Tex	공격 속도 10% 증가
22023	도약 공격	Icon_Skills.leaprampage_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 75 감소
22024	기상 공격	Icon_Skills.risingattack_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22025	위협의 파동	Icon_Skills.menacewave_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 60 감소
22026	철갑의 의지	Icon_Skills.armoredwill_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 50% 향상
22027	연쇄 포획	Icon_Skills.chaincapture_Tex	집중의 문장	Icon_Crest.E_crestactivecooltimereset_Tex	30% 확률로 재사용 시간 초기화
22028	충격의 맹타	Icon_Skills.shockblow_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 20% 증가
22029	수호의 맹세	Icon_Skills.vowofprotection_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22030	도약 공격	Icon_Skills.leaprampage_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
22031	도발의 포효	Icon_Skills.roar_Tex	테스트	Icon_Skills.voidtrap_Tex	효과 없음
22032	맹렬한 돌진	Icon_Skills.screwthrough_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 100 감소
22033	반격 찌르기	Icon_Skills.riposte_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 100% 추가 획득
22034	방어구 부수기	Icon_Skills.armorbreak_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 100% 향상
22035	방패 치기	Icon_Skills.shieldstrike_Tex	연계 신속의 문장 [맹렬한 돌진]	Icon_Crest.E_crestnextskillattackspeedup_Tex	연계 스킬로 맹렬한 돌진 사용 시 시전 속도 25% 증가
22036	수호의 맹세	Icon_Skills.vowofprotection_Tex	구원의 문장	Icon_Crest.E_crestactivehprecoveryup_Tex	시전자에게 20초 동안 HP 회복 효과 적용 시 HP 회복량 20% 증가 효과 발생
22037	신뢰의 오라	Icon_Skills.inspiringroar_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 25% 감소
22038	위협의 파동	Icon_Skills.menacewave_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 50% 향상
22039	진격 찌르기	Icon_Skills.advancingcharge_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22040	진격 찌르기	Icon_Skills.advancingcharge_Tex	활력의 문장	Icon_Crest.E_crestactivespeedup_Tex	7초 동안 전투 상태 이동 속도 10 증가 효과 발생
22041	철갑의 의지	Icon_Skills.armoredwill_Tex	결의의 문장	Icon_Crest.E_crestpassiveskilleffectup_Tex	피해 흡수량 25% 향상
22042	충격의 맹타	Icon_Skills.shockblow_Tex	결의의 문장	Icon_Crest.E_crestpassiveskilleffectup_Tex	이동 속도 감소 효과 30% 향상
22043	포획	Icon_Skills.hookthrow_Tex	명중의 문장	Icon_Crest.E_crestpassiverangeup_Tex	사정 거리 3m 증가
22044	포획	Icon_Skills.hookthrow_Tex	나태의 문장	Icon_Crest.E_crestpassivespeeddown_Tex	대상에게 4초 동안 이동 속도 50% 감소 효과 추가 발생
22045	방패 치기	Icon_Skills.shieldstrike_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 25% 향상
22046	방패 치기	Icon_Skills.shieldstrike_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 25% 감소
22047	포획	Icon_Skills.hookthrow_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22048	연속 공격	Icon_Skills.comboattack_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 5% 추가 획득
22049	도발의 포효	Icon_Skills.roar_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 60 감소
22050	충격의 맹타	Icon_Skills.shockblow_Tex	결의의 문장	Icon_Crest.E_crestpassiveskilleffectup_Tex	이동 속도 감소 효과 30% 향상
22051	맹렬한 돌진	Icon_Skills.screwthrough_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 150 감소
22052	신뢰의 오라	Icon_Skills.inspiringroar_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 35% 감소
22053	분노 유발	Icon_Skills.provokerage_Tex	나태의 문장	Icon_Crest.E_crestpassivespeeddown_Tex	5초 동안 이동 속도 50% 감소 효과 추가 발생
22054	포획	Icon_Skills.hookthrow_Tex	감속의 문장	Icon_Crest.E_crestpassivetargetspeeddown_Tex	대상에게 4초 동안 공격 속도 40% 감소 효과 발생
22055	포획	Icon_Skills.hookthrow_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 30% 추가 획득
22056	도발의 포효	Icon_Skills.roar_Tex	신속의 문장	Icon_Crest.E_crestpassiveskillspeedup_Tex	시전 속도 25% 상승
22057	도발의 포효	Icon_Skills.roar_Tex	보호의 문장	Icon_Crest.E_crestactivedefenceup_Tex	적중 시 8초 동안 맷집 21 증가 효과 발생
22058	맹렬한 돌진	Icon_Skills.screwthrough_Tex	필살의 문장	Icon_Crest.E_crestpassivecriticalup_Tex	치명타 발생 확률 2배 증가
22059	충격의 맹타	Icon_Skills.shockblow_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 50% 추가 획득
22060	작살 사슬	Icon_Skills.Harpoonshot_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22061	작살 사슬	Icon_Skills.Harpoonshot_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 50% 향상
22062	연속 공격	Icon_Skills.comboattack_Tex	정신의 문장	Icon_Crest.E_crestpassivemprecoveryup_Tex	적중 시 MP 회복량 20% 증가
22063	반격 찌르기	Icon_Skills.riposte_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 100% 추가 획득
22064	방패 연타	Icon_Skills.shieldattack_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 200% 추가 획득
22065	도약 공격	Icon_Skills.leaprampage_Tex	감속의 문장	Icon_Crest.E_crestactiveattackspeeddown_Tex	30% 확률로 7초 동안 공격 속도 30% 감소 효과 발생
22066	압도	Icon_Skills.Overhelm_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 25% 증가
22067	물러서기	Icon_Skills.backstep_Tex	집중의 문장	Icon_Crest.E_crestactivecooltimereset_Tex	소모 ST 100 감소
22068	도발의 포효	Icon_Skills.roar_Tex	의지의 문장	Icon_Crest.E_crestSTRecover_Tex	스태미너 회복량 30% 증가
22069	반격 찌르기	Icon_Skills.riposte_Tex	의지의 문장	Icon_Crest.E_crestSTRecover_Tex	스태미너 회복량 50% 증가
22070	회생의 의지	Icon_Skills.rejuvenation_Tex	의지의 문장	Icon_Crest.E_crestSTRecover_Tex	스태미너 20%추가 회복
22071	방패방어		의지의 문장	Icon_Crest.E_crestSTRecover_Tex	스태미너 최대량 49900% 증가 
22072	전선 유지	Icon_Skills.HoldtheLine_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22073	전선 유지	Icon_Skills.HoldtheLine_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 30% 향상
22074	전선 유지	Icon_Skills.HoldtheLine_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 150 감소
22075	전선 유지	Icon_Skills.HoldtheLine_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 100% 추가 획득
22076	전선 유지	Icon_Skills.HoldtheLine_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 100% 추가 획득
22077	전선 유지	Icon_Skills.HoldtheLine_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 30% 향상
22078	전선 유지	Icon_Skills.HoldtheLine_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22079	도발의 포효	Icon_Skills.roar_Tex	야수의 문장	Icon_Crest.E_crestpassiveaggroup_Tex	적대치 40% 추가 획득
22080	맹렬한 돌진	Icon_Skills.screwthrough_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 30% 증가
22081	도약 공격	Icon_Skills.leaprampage_Tex	투지의 문장	Icon_Crest.E_crestpassiveattackup_Tex	스킬 위력 30% 증가
22082	방어구 부수기	Icon_Skills.armorbreak_Tex	시간의 문장	Icon_Crest.E_crestpassivedurationup_Tex	효과 지속 시간 100% 향상
22083	진격 찌르기	Icon_Skills.advancingcharge_Tex	집중의 문장	Icon_Crest.E_crestpassivecooltimedown_Tex	재사용 시간 20% 감소
22084	도발의 포효	Icon_Skills.roar_Tex	정신의 문장	Icon_Crest.E_crestpassivempdown_Tex	소모 MP 80 감소
22085	도발의 포효	Icon_Skills.roar_Tex	신속의 문장	Icon_Crest.E_crestpassiveskillspeedup_Tex	시전 속도 25% 상승
